Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)

0.00	26.20	26.20	1.40	1.60	0.00
0.10	26.20	26.20	0.70	1.90	0.00
0.20	26.30	26.20	1.10	1.70	0.00
0.30	26.20	26.20	1.00	1.70	0.00
0.40	26.20	26.20	1.00	1.70	0.00
0.50	26.30	26.10	1.30	1.60	0.00
0.60	26.20	26.10	1.10	1.40	0.00
0.70	26.20	26.10	1.40	1.30	0.00
0.80	26.20	26.10	1.30	1.70	0.00
0.90	26.30	26.20	1.40	1.60	0.00
1.00	26.30	26.20	1.60	1.60	0.00
1.10	26.30	26.20	1.40	1.70	0.00
1.20	26.20	26.10	1.30	1.30	0.00
1.30	26.20	26.10	1.30	1.30	0.00
1.40	26.30	26.10	1.60	1.60	0.00
1.50	26.20	26.00	1.40	1.30	0.00
1.60	26.20	26.20	1.00	1.60	0.00
1.70	26.20	26.20	1.30	1.40	0.00
1.80	26.30	26.20	1.30	1.70	0.00
1.90	26.30	26.20	1.30	1.60	0.00
2.00	26.30	26.20	1.40	1.60	0.00
2.10	26.20	26.10	1.60	0.40	0.00
2.20	26.30	26.10	1.60	0.40	0.00
2.30	26.30	26.10	1.40	1.70	0.00
2.40	26.20	26.20	1.60	1.60	0.00
2.50	26.20	26.10	1.40	2.40	0.00
2.60	26.20	26.10	1.30	2.00	0.00
2.70	26.20	26.20	1.30	1.70	0.00
2.80	26.30	26.10	1.10	1.40	0.00
2.90	26.30	26.10	1.30	1.70	0.00
3.00	26.10	26.10	1.10	1.60	0.00
3.10	26.30	26.10	1.30	1.60	0.00
3.20	26.30	26.10	1.10	1.60	0.00
3.30	26.30	26.10	1.10	1.60	0.00
3.40	26.10	26.10	0.50	1.40	0.00
3.50	26.10	26.10	1.10	1.10	0.00
3.60	26.30	26.10	0.80	1.70	0.00
3.70	26.20	26.10	1.30	1.70	0.00
3.80	26.20	26.10	1.30	1.60	0.00
3.90	26.20	26.00	1.10	1.60	0.00
4.00	26.30	26.20	1.10	1.60	0.00
4.10	26.30	26.20	1.40	1.60	0.00
4.20	26.20	26.20	1.40	1.40	0.00
4.30	26.30	26.20	1.00	1.90	0.00
4.40	26.30	26.20	1.60	1.70	0.00
4.50	26.30	26.20	2.00	1.10	0.00
4.60	26.30	26.20	1.30	1.30	0.00
4.70	26.30	26.20	1.10	1.40	0.00
4.80	26.20	26.20	2.00	2.00	0.00
4.90	26.20	26.10	2.00	2.00	0.00
5.00	26.20	26.10	1.10	1.70	0.00
5.10	26.30	26.10	1.60	1.00	0.00
5.20	26.30	26.20	1.10	1.60	0.00
5.30	26.30	26.20	1.00	1.70	0.00
5.40	26.30	26.20	2.00	1.60	0.00
5.50	26.10	26.00	1.10	1.90	0.00
5.60	26.10	26.00	-0.90	1.90	0.00
5.70	26.20	26.10	1.10	1.60	0.00
5.80	26.20	26.10	0.80	1.70	0.00
5.90	26.20	26.10	1.60	1.70	0.00
6.00	26.20	26.00	1.40	1.40	0.00
6.10	26.30	26.20	1.40	2.00	0.00
6.20	26.20	26.10	1.40	1.90	0.00
6.30	26.20	26.10	0.70	1.90	0.00
6.40	26.20	26.20	1.10	1.60	0.00
6.50	26.20	26.20	1.40	1.90	0.00
6.60	26.10	26.10	1.30	1.30	0.00
6.70	26.10	26.00	0.80	1.70	0.00
6.80	26.10	26.00	1.40	0.70	0.00
6.90	26.30	26.20	1.40	1.30	0.00
7.00	26.10	25.90	1.00	1.70	0.00
7.10	26.10	25.90	1.30	1.70	0.00
7.20	26.40	26.30	1.30	1.70	0.00
7.30	26.30	26.20	1.30	1.30	0.00
7.40	26.30	26.20	1.30	1.40	0.00
7.50	26.20	26.10	1.70	1.40	0.00
7.60	26.20	26.00	1.00	1.60	0.00
7.70	26.20	26.00	1.10	1.60	0.00
7.80	26.10	26.00	1.00	1.60	0.00
7.90	26.30	26.10	1.40	1.90	0.00
8.00	26.30	26.10	1.30	1.40	0.00
8.10	26.20	26.10	1.40	1.40	0.00
8.20	26.20	26.10	1.00	1.60	0.00
8.30	26.20	26.10	1.40	2.00	0.00
8.40	26.20	26.10	1.40	2.00	0.00
8.50	26.20	26.10	1.10	1.70	0.00
8.60	26.20	26.10	1.30	1.70	0.00
8.70	26.20	26.20	1.10	1.60	0.00
8.80	26.30	26.10	1.10	1.70	0.00
8.90	26.30	26.10	1.10	1.60	0.00
9.00	26.20	26.10	1.60	1.30	0.00
9.10	26.20	26.10	1.10	1.90	0.00
9.20	26.20	26.10	1.00	1.30	0.00
9.30	26.20	26.10	1.10	1.70	0.00
9.40	26.10	26.00	1.10	1.70	0.00
9.50	26.10	26.00	1.60	2.50	0.00
9.60	26.30	26.10	1.00	2.00	0.00
9.70	26.20	26.00	1.30	1.60	0.00
9.80	26.20	26.00	1.10	1.60	0.00
9.90	26.20	26.20	1.40	1.60	0.00
10.00	26.30	26.10	1.00	1.60	0.00
10.10	26.30	26.10	1.60	1.60	0.00
10.20	26.40	26.30	1.60	1.60	0.00
10.30	26.20	26.20	1.10	1.70	0.00
10.40	26.20	26.20	1.10	1.60	0.00
10.50	26.20	26.00	1.60	1.70	0.00
10.60	26.30	26.10	1.00	1.40	0.00
10.70	26.30	26.20	1.30	1.60	0.00
10.80	26.30	26.20	1.10	1.90	0.00
10.90	26.40	26.20	1.10	1.40	0.00
11.00	26.20	26.20	1.40	1.30	0.00
11.10	26.20	26.20	1.40	1.30	0.00
11.20	26.30	26.10	1.10	1.40	0.00
11.30	26.30	26.10	1.30	1.90	0.00
11.40	26.30	26.10	1.40	1.60	0.00
11.50	26.30	26.10	1.30	1.70	0.00
11.60	26.30	26.10	1.30	1.40	0.00
11.70	26.30	26.10	1.10	1.60	0.00
11.80	26.30	26.20	1.60	1.30	0.00
11.90	26.20	26.20	1.40	1.60	0.00
12.00	26.20	26.20	1.40	1.60	0.00
12.10	26.30	26.10	1.30	1.30	0.00
12.20	26.30	26.10	1.00	1.90	0.00
12.30	26.30	26.10	1.00	1.60	0.00
12.40	26.30	26.10	0.80	1.70	0.00
12.50	26.30	26.10	1.30	1.40	0.00
12.60	26.20	26.20	1.00	1.40	0.00
12.70	26.10	26.10	1.10	1.90	0.00
12.80	26.10	26.10	1.40	1.70	0.00
12.90	26.30	26.10	1.40	1.70	0.00
13.00	26.20	26.20	1.10	1.60	0.00
13.10	26.20	26.20	1.30	1.40	0.00
13.20	26.20	26.10	0.80	2.00	0.00
13.30	26.40	26.20	1.40	1.90	0.00
13.40	26.40	26.20	1.30	1.70	0.00
13.50	26.30	26.20	1.30	1.60	0.00
13.60	26.30	26.10	1.60	1.60	0.00
13.70	26.30	26.10	1.70	1.60	0.00
13.80	26.30	26.10	1.70	1.60	0.00
13.90	26.20	26.10	1.30	1.60	0.00
14.00	26.20	26.10	1.30	2.70	0.00
14.10	26.10	26.10	1.10	1.30	0.00
14.20	26.20	26.20	1.30	1.70	0.00
14.30	26.20	26.20	0.70	1.90	0.00
14.40	26.30	26.20	1.40	2.00	0.00
14.50	26.30	26.20	-0.30	1.70	0.00
14.60	26.30	26.20	1.00	1.90	0.00
14.70	26.30	26.00	1.00	1.90	0.00
14.80	26.20	26.00	1.40	1.40	0.00
14.90	26.30	26.10	1.10	1.60	0.00
15.00	26.30	26.10	1.10	1.90	0.00
15.10	26.20	26.10	1.40	1.60	0.00
15.20	26.30	26.10	1.00	1.60	0.00
15.30	26.30	26.10	1.40	1.70	0.00
15.40	26.20	26.20	1.30	1.40	0.00
15.50	26.20	26.20	1.40	1.70	0.00
15.60	26.30	26.00	1.40	1.70	0.00
15.70	26.20	26.10	1.40	1.90	0.00
15.80	26.20	26.10	1.30	1.60	0.00
15.90	26.30	26.20	1.30	1.30	0.00
16.00	26.20	26.20	1.10	1.40	0.00
16.10	26.20	26.20	1.40	1.40	0.00
16.20	26.20	26.10	1.40	1.60	0.00
16.30	26.30	26.20	1.40	1.60	0.00
16.40	26.20	26.10	1.40	1.30	0.00
16.50	26.20	26.10	1.30	1.30	0.00
16.60	26.20	26.10	1.30	1.70	0.00
16.70	26.10	26.00	1.30	1.70	0.00
16.80	26.10	26.00	1.10	1.90	0.00
16.90	26.30	26.20	1.10	1.70	0.00
17.00	26.40	26.20	1.00	1.70	0.00
17.10	26.40	26.20	1.00	1.30	0.00
17.20	26.10	26.10	1.40	1.30	0.00
17.30	26.30	26.20	1.40	1.30	0.00
17.40	26.30	26.20	1.10	1.60	0.00
17.50	26.20	26.10	0.80	1.70	0.00
17.60	26.20	26.10	1.30	1.70	0.00
17.70	26.30	26.10	1.40	1.60	0.00
17.80	26.30	26.10	1.70	1.30	0.00
17.90	26.30	26.20	1.40	1.60	0.00
18.00	26.30	26.20	1.70	1.40	0.00
18.10	26.40	26.20	1.10	1.60	0.00
18.20	26.50	26.30	1.10	1.60	0.00
18.30	26.50	26.30	1.30	1.60	0.00
18.40	26.30	26.00	1.40	1.30	0.00
18.50	26.10	26.00	1.00	1.60	0.00
18.60	26.10	26.00	1.00	1.70	0.00
18.70	26.30	26.10	1.40	1.60	0.00
18.80	26.30	26.20	1.40	2.70	0.00
18.90	26.30	26.20	1.70	1.60	0.00
19.00	26.20	26.00	1.30	1.90	0.00
19.10	26.20	26.10	1.30	1.90	0.00
19.20	26.20	26.10	1.30	1.60	0.00
19.30	26.20	26.20	1.10	2.00	0.00
19.40	26.30	26.10	1.30	1.90	0.00
19.50	26.30	26.10	1.60	2.70	0.00
19.60	26.20	26.10	1.70	1.30	0.00
19.70	26.30	26.10	1.00	1.30	0.00
19.80	26.30	26.10	1.30	1.40	0.00
19.90	26.20	26.10	1.30	1.40	0.00
20.00	26.10	26.10	-0.90	1.90	0.00
20.10	26.10	26.10	1.30	2.00	0.00
20.20	26.30	26.10	1.30	1.60	0.00
20.30	26.10	26.10	1.40	1.30	0.00
20.40	26.10	26.10	1.30	2.00	0.00
20.50	26.20	26.30	1.10	1.90	0.00
20.60	26.20	26.30	1.30	2.00	0.00
20.70	26.30	26.20	1.40	1.90	0.00
20.80	26.20	26.20	1.40	1.90	0.00
20.90	26.20	26.10	1.60	1.60	0.00
21.00	26.20	26.10	1.30	1.40	0.00
21.10	26.20	26.10	1.30	1.60	0.00
21.20	26.30	26.20	0.80	1.30	0.00
21.30	26.30	26.20	1.10	1.70	0.00
21.40	26.20	26.10	1.40	1.60	0.00
21.50	26.30	26.30	1.10	1.40	0.00
21.60	26.30	26.30	1.00	1.70	0.00
21.70	26.30	26.20	1.00	1.70	0.00
21.80	26.20	26.20	0.40	2.00	0.00
21.90	26.20	26.20	1.40	2.00	0.00
22.00	26.20	26.10	1.00	1.70	0.00
22.10	26.20	26.20	1.10	1.60	0.00
22.20	26.20	26.20	1.30	1.40	0.00
22.30	26.20	26.00	1.10	1.60	0.00
22.40	26.20	26.00	1.30	1.90	0.00
22.50	26.20	26.00	1.60	1.10	0.00
22.60	26.20	26.10	1.60	1.10	0.00
22.70	26.30	26.10	1.40	1.60	0.00
22.80	26.30	26.10	1.40	1.70	0.00
22.90	26.30	26.10	1.10	1.70	0.00
23.00	26.30	26.20	1.70	1.70	0.00
23.10	26.30	26.20	1.10	1.60	0.00
23.20	26.20	26.20	1.10	1.60	0.00
23.30	26.20	26.20	1.30	1.70	0.00
23.40	26.20	26.20	1.30	1.90	0.00
23.50	26.30	26.10	1.30	1.90	0.00
23.60	26.30	26.20	1.10	2.00	0.00
23.70	26.30	26.20	1.00	1.90	0.00
23.80	26.40	26.20	1.30	1.70	0.00
23.90	26.20	26.00	1.60	1.30	0.00
24.00	26.20	26.00	1.30	2.20	0.00
24.10	26.20	26.20	1.40	2.00	0.00
24.20	26.30	26.20	1.40	2.50	0.00
24.30	26.30	26.20	1.40	2.50	0.00
24.40	26.20	26.10	0.70	1.90	0.00
24.50	26.20	26.10	1.00	1.90	0.00
24.60	26.20	26.10	1.30	1.60	0.00
24.70	26.20	26.10	1.60	1.70	0.00
24.80	26.30	26.10	1.40	1.40	0.00
24.90	26.30	26.10	1.30	1.40	0.00
25.00	26.20	26.20	1.40	1.70	0.00
25.10	26.10	26.10	1.40	1.70	0.00
25.20	26.10	26.10	1.40	1.70	0.00
25.30	26.10	26.00	1.10	1.40	0.00
25.40	26.20	26.10	1.10	1.40	0.00
25.50	26.20	26.10	1.40	1.60	0.00
25.60	26.30	26.20	1.40	1.70	0.00
25.70	26.00	26.00	1.30	1.30	0.00
25.80	26.00	26.00	1.70	1.90	0.00
25.90	26.20	26.10	1.30	1.60	0.00
26.00	26.20	26.10	1.60	1.60	0.00
26.10	26.20	26.10	1.60	1.60	0.00
26.20	26.30	26.10	1.30	2.00	0.00
26.30	26.30	26.20	0.80	1.70	0.00
26.40	26.30	26.20	1.60	1.60	0.00
26.50	26.20	26.10	1.30	1.70	0.00
26.60	26.20	26.10	1.10	1.70	0.00
26.70	26.20	26.10	1.30	1.60	0.00
26.80	26.20	26.10	1.60	2.70	0.00
26.90	26.20	26.10	1.30	1.60	0.00
27.00	26.20	26.20	1.30	1.60	0.00
27.10	26.20	26.10	0.80	1.70	0.00
27.20	26.20	26.10	1.00	1.70	0.00
27.30	26.20	26.10	1.30	1.70	0.00
27.40	26.30	26.10	1.10	1.00	0.00
27.50	26.10	26.10	1.00	1.60	0.00
27.60	26.10	26.10	1.60	1.60	0.00
27.70	26.30	26.10	1.30	1.90	0.00
27.80	26.20	26.10	1.30	1.70	0.00
27.90	26.20	26.10	1.30	1.70	0.00
28.00	26.30	26.30	1.10	1.60	0.00
28.10	26.30	26.30	1.10	1.60	0.00
28.20	26.30	26.10	1.60	1.60	0.00
28.30	26.30	26.20	1.00	1.60	0.00
28.40	26.30	26.20	1.70	2.00	0.00
28.50	26.30	26.10	1.10	1.90	0.00
28.60	26.20	26.10	1.30	1.60	0.00
28.70	26.20	26.10	1.00	1.70	0.00
28.80	26.20	26.10	1.00	1.70	0.00
28.90	26.00	26.10	1.30	1.40	0.00
29.00	26.00	26.10	1.40	1.70	0.00
29.10	26.30	26.10	1.40	1.60	0.00
29.20	26.30	26.10	1.30	-0.40	0.00
29.30	26.30	26.10	1.40	1.70	0.00
29.40	26.30	26.10	1.10	2.20	0.00
29.50	26.20	26.10	1.00	1.90	0.00
29.60	26.20	26.10	1.00	1.00	0.00
29.70	26.40	26.20	1.00	1.00	0.00
29.80	26.40	26.20	1.70	1.70	0.00
29.90	26.30	26.10	0.80	1.60	0.00
30.00	26.30	26.10	1.10	1.60	0.00
30.10	26.30	26.10	1.00	1.60	0.00
30.20	26.20	26.00	1.30	1.40	0.00
30.30	26.30	26.10	1.30	2.00	0.00
30.40	26.30	26.10	1.10	1.90	0.00
30.50	26.30	26.10	1.00	1.70	0.00
30.60	26.40	26.30	1.40	1.70	0.00
30.70	26.40	26.30	1.60	1.60	0.00
30.80	26.40	26.30	1.00	1.70	0.00
30.90	26.30	26.10	1.30	1.60	0.00
31.00	26.30	26.10	1.40	1.90	0.00
31.10	26.20	26.20	1.10	1.30	0.00
31.20	26.30	26.10	1.10	1.40	0.00
31.30	26.30	26.10	1.10	1.60	0.00
31.40	26.20	26.10	1.10	1.60	0.00
31.50	26.20	26.10	1.10	1.60	0.00
31.60	26.20	26.00	1.00	1.60	0.00
31.70	26.20	26.00	1.10	1.30	0.00
31.80	26.30	26.20	1.10	1.60	0.00
31.90	26.20	26.10	1.90	1.10	0.00
32.00	26.20	26.10	1.40	1.90	0.00
32.10	26.20	26.10	1.30	0.50	0.00
32.20	26.20	26.10	1.10	1.60	0.00
32.30	26.30	26.20	1.10	1.60	0.00
32.40	26.20	26.20	1.60	1.40	0.00
32.50	26.20	26.20	0.70	1.60	0.00
32.60	26.10	26.00	1.30	1.40	0.00
32.70	26.30	26.20	1.30	1.70	0.00
32.80	26.20	26.20	1.60	1.70	0.00
32.90	26.20	26.20	1.90	1.60	0.00
33.00	26.30	26.20	1.60	1.40	0.00
33.10	26.30	26.20	1.10	1.70	0.00
33.20	26.30	26.20	1.10	1.70	0.00
33.30	26.30	26.10	1.30	1.60	0.00
33.40	26.30	26.10	1.40	2.20	0.00
33.50	26.30	26.10	1.60	1.60	0.00
33.60	26.20	26.10	1.70	1.60	0.00
33.70	26.20	26.10	1.10	1.90	0.00
33.80	26.20	26.10	1.30	1.90	0.00
33.90	26.20	26.20	1.30	1.60	0.00
34.00	26.20	26.10	1.30	1.70	0.00
34.10	26.20	26.00	1.30	1.70	0.00
34.20	26.20	26.00	1.10	1.60	0.00
34.30	26.30	26.10	0.80	1.70	0.00
34.40	26.30	26.20	1.30	2.00	0.00
34.50	26.30	26.20	1.70	1.60	0.00
34.60	26.30	26.10	1.10	1.40	0.00
34.70	26.30	26.20	1.60	1.30	0.00
34.80	26.30	26.20	1.40	1.00	0.00
34.90	26.20	26.20	1.30	1.90	0.00
35.00	26.30	26.20	1.30	1.90	0.00
35.10	26.30	26.20	1.70	1.70	0.00
35.20	26.20	26.20	1.00	2.00	0.00
35.30	26.20	26.10	1.60	2.00	0.00
35.40	26.20	26.10	1.40	1.60	0.00
35.50	26.20	26.20	1.00	1.40	0.00
35.60	26.40	26.30	1.10	1.90	0.00
35.70	26.40	26.30	1.60	1.90	0.00
35.80	26.30	26.10	1.60	1.90	0.00
35.90	26.20	26.10	1.10	1.60	0.00
36.00	26.20	26.20	1.40	2.00	0.00
36.10	26.20	26.20	1.10	2.20	0.00
36.20	26.30	26.10	1.30	2.00	0.00
36.30	26.30	26.10	1.10	1.90	0.00
36.40	26.20	26.10	1.40	1.90	0.00
36.50	26.30	26.10	1.90	1.90	0.00
36.60	26.30	26.10	1.40	1.70	0.00
36.70	26.40	26.10	1.40	1.70	0.00
36.80	26.20	26.10	1.10	1.60	0.00
36.90	26.20	26.10	1.30	1.40	0.00
37.00	26.10	26.00	1.30	1.60	0.00
37.10	26.30	26.10	1.60	1.70	0.00
37.20	26.30	26.10	1.10	1.60	0.00
37.30	26.30	26.20	1.30	1.90	0.00
37.40	26.30	26.20	1.30	1.60	0.00
37.50	26.30	26.20	1.30	1.70	0.00
37.60	26.20	26.20	1.30	1.70	0.00
37.70	26.20	26.10	1.30	1.70	0.00
37.80	26.20	26.10	1.00	1.90	0.00
37.90	26.20	26.10	1.10	1.70	0.00
38.00	26.20	26.10	1.30	1.60	0.00
38.10	26.20	26.10	1.30	1.60	0.00
38.20	26.20	26.10	1.00	1.70	0.00
38.30	26.30	26.20	1.10	1.60	0.00
38.40	26.30	26.20	1.30	1.40	0.00
38.50	26.30	26.20	1.30	1.40	0.00
38.60	26.30	26.10	1.00	1.90	0.00
38.70	26.30	26.20	1.60	2.00	0.00
38.80	26.30	26.20	1.00	1.60	0.00
38.90	26.30	26.10	1.40	1.90	0.00
39.00	26.20	26.00	1.10	1.90	0.00
39.10	26.20	26.00	1.30	1.40	0.00
39.20	26.20	26.10	1.70	1.40	0.00
39.30	26.30	26.20	1.10	1.40	0.00
39.40	26.30	26.20	1.10	1.40	0.00
39.50	26.30	26.10	1.10	1.40	0.00
39.60	26.30	26.10	1.40	1.60	0.00
39.70	26.20	26.20	1.00	1.60	0.00
39.80	26.30	26.10	1.00	1.70	0.00
39.90	26.30	26.10	1.00	1.40	0.00
40.00	26.30	26.20	1.10	1.70	0.00
40.10	26.30	26.10	1.90	1.90	0.00
40.20	26.30	26.10	1.30	1.60	0.00
40.30	26.20	26.00	1.30	1.60	0.00
40.40	26.40	26.10	1.10	1.70	0.00
40.50	26.20	26.00	1.40	2.00	0.00
40.60	26.20	26.00	1.40	1.60	0.00
40.70	26.30	26.10	0.80	1.60	0.00
40.80	26.30	26.10	1.40	2.20	0.00
40.90	26.20	26.10	1.30	1.30	0.00
41.00	26.30	26.20	1.40	1.60	0.00
41.10	26.30	26.20	1.40	1.70	0.00
41.20	26.20	26.10	1.40	1.70	0.00
41.30	26.20	26.10	1.30	1.90	0.00
41.40	26.20	26.10	1.30	1.70	0.00
41.50	26.40	26.20	1.30	1.60	0.00
41.60	26.40	26.20	1.40	1.30	0.00
41.70	26.20	26.10	1.60	1.40	0.00
41.80	26.30	26.10	1.30	1.60	0.00
41.90	26.30	26.10	1.30	1.60	0.00
42.00	26.20	26.00	1.60	1.40	0.00
42.10	26.10	26.10	1.60	1.40	0.00
42.20	26.10	26.10	1.40	2.00	0.00
42.30	26.30	26.10	1.10	1.90	0.00
42.40	26.10	26.10	1.60	1.70	0.00
42.50	26.10	26.10	1.40	2.00	0.00
42.60	26.20	26.10	1.10	1.60	0.00
42.70	26.10	26.10	0.80	1.40	0.00
42.80	26.10	26.10	1.30	1.70	0.00
42.90	26.20	26.00	1.40	2.20	0.00
43.00	26.20	26.00	1.40	2.20	0.00
43.10	26.20	26.20	1.30	2.00	0.00
43.20	26.20	26.10	1.30	1.90	0.00
43.30	26.20	26.10	1.00	1.70	0.00
43.40	26.20	26.10	1.40	2.20	0.00
43.50	26.20	26.20	1.10	1.60	0.00
43.60	26.10	26.00	1.30	1.90	0.00
43.70	26.10	26.00	1.40	1.40	0.00
43.80	26.30	26.10	1.30	1.60	0.00
43.90	26.30	26.10	1.30	0.00	0.00
44.00	26.20	26.10	1.10	1.40	0.00
44.10	26.30	26.10	1.70	2.00	0.00
44.20	26.20	26.20	1.60	1.30	0.00
44.30	26.20	26.20	1.40	1.60	0.00
44.40	26.20	26.00	1.40	1.70	0.00
44.50	26.30	26.20	1.60	1.40	0.00
44.60	26.30	26.20	1.40	1.60	0.00
44.70	26.20	26.10	1.40	1.60	0.00
44.80	26.10	26.10	1.40	2.00	0.00
44.90	26.10	26.10	1.40	1.70	0.00
45.00	26.20	26.10	1.40	1.90	0.00
45.10	26.30	26.20	1.10	1.70	0.00
45.20	26.30	26.20	1.10	1.90	0.00
45.30	26.00	26.00	1.10	1.60	0.00
45.40	26.40	26.20	1.10	1.40	0.00
45.50	26.40	26.20	1.60	2.00	0.00
45.60	26.10	26.10	1.60	2.00	0.00
45.70	26.30	26.20	1.70	1.30	0.00
45.80	26.20	26.20	1.30	1.70	0.00
45.90	26.20	26.20	1.70	1.90	0.00
46.00	26.20	26.10	1.30	1.60	0.00
46.10	26.30	26.00	1.00	1.60	0.00
46.20	26.30	26.00	1.60	1.90	0.00
46.30	26.20	26.00	1.00	1.10	0.00
46.40	26.20	26.00	1.10	1.40	0.00
46.50	26.30	26.20	1.10	1.40	0.00
46.60	26.30	26.20	1.60	2.00	0.00
46.70	26.20	26.20	1.10	1.60	0.00
46.80	26.20	26.20	1.00	1.70	0.00
46.90	26.20	26.20	1.40	1.10	0.00
47.00	26.40	26.20	1.10	1.60	0.00
47.10	26.40	26.20	1.60	1.30	0.00
47.20	26.20	26.00	1.40	1.60	0.00
47.30	26.30	26.10	1.60	1.30	0.00
47.40	26.30	26.10	1.60	1.30	0.00
47.50	26.20	26.10	-0.30	2.00	0.00
47.60	26.20	26.10	1.10	1.40	0.00
47.70	26.20	26.10	1.30	1.70	0.00
47.80	26.30	26.10	1.10	1.60	0.00
47.90	26.30	26.20	1.70	1.70	0.00
48.00	26.30	26.20	1.60	2.00	0.00
48.10	26.20	26.10	1.60	1.70	0.00
48.20	26.20	26.10	1.30	1.60	0.00
48.30	26.20	26.10	1.30	1.60	0.00
48.40	26.30	26.20	1.10	-0.40	0.00
48.50	26.30	26.20	1.00	1.40	0.00
48.60	26.30	26.20	1.10	1.40	0.00
48.70	26.30	26.10	1.30	1.70	0.00
48.80	26.30	26.10	1.40	1.70	0.00
48.90	26.30	26.20	1.40	1.70	0.00
49.00	26.20	26.00	1.40	2.40	0.00
49.10	26.20	26.00	1.10	1.60	0.00
49.20	26.20	26.10	1.10	1.60	0.00
49.30	26.20	26.10	1.00	1.70	0.00
49.40	26.20	26.10	0.40	2.00	0.00
49.50	26.20	26.10	1.40	1.40	0.00
49.60	26.20	26.10	1.30	1.90	0.00
49.70	26.20	26.10	1.10	1.70	0.00
49.80	26.20	26.10	1.40	1.40	0.00
49.90	26.30	26.20	1.40	1.60	0.00
50.00	26.30	26.20	1.10	1.90	0.00
50.10	26.30	26.10	1.10	1.90	0.00
50.20	26.30	26.10	1.10	1.70	0.00
50.30	26.30	26.10	1.40	1.60	0.00
50.40	26.30	26.10	0.80	1.70	0.00
50.50	26.20	26.00	1.70	1.40	0.00
50.60	26.20	26.00	1.60	1.30	0.00
50.70	26.20	26.20	1.40	1.90	0.00
50.80	26.20	26.10	1.40	1.90	0.00
50.90	26.20	26.10	1.10	1.70	0.00
51.00	26.30	26.30	1.30	1.90	0.00
51.10	26.20	26.10	0.40	1.90	0.00
51.20	26.20	26.10	1.30	2.00	0.00
51.30	26.20	26.20	1.60	1.90	0.00
51.40	26.20	26.10	1.90	1.70	0.00
51.50	26.20	26.10	1.10	1.60	0.00
51.60	26.20	26.20	0.80	1.60	0.00
51.70	26.30	26.10	1.40	2.40	0.00
51.80	26.30	26.10	1.60	1.40	0.00
51.90	26.20	26.10	1.60	1.40	0.00
52.00	26.20	26.00	0.80	1.40	0.00
52.10	26.20	26.00	1.10	1.40	0.00
52.20	26.20	26.10	1.00	1.60	0.00
52.30	26.20	26.20	1.40	1.40	0.00
52.40	26.20	26.20	1.60	1.40	0.00
52.50	26.20	26.20	1.10	1.90	0.00
52.60	26.30	26.10	1.30	1.60	0.00
52.70	26.30	26.10	1.10	1.90	0.00
52.80	26.40	26.20	1.10	1.90	0.00
52.90	26.20	26.10	1.40	1.70	0.00
53.00	26.20	26.10	1.10	1.30	0.00
53.10	26.20	26.10	0.80	1.60	0.00
53.20	26.20	26.10	1.00	1.40	0.00
53.30	26.20	26.10	1.30	1.70	0.00
53.40	26.30	26.20	1.40	1.40	0.00
53.50	26.30	26.10	1.00	2.00	0.00
53.60	26.30	26.10	1.40	1.90	0.00
53.70	26.30	26.10	1.40	1.90	0.00
53.80	26.30	26.30	1.30	1.40	0.00
53.90	26.30	26.30	1.00	1.70	0.00
54.00	26.40	26.30	1.30	1.70	0.00
54.10	26.30	26.10	1.40	1.60	0.00
54.20	26.30	26.10	1.10	1.60	0.00
54.30	26.30	26.20	1.40	1.90	0.00
54.40	26.30	26.20	1.40	1.60	0.00
54.50	26.30	26.20	1.10	1.60	0.00
54.60	26.20	26.10	1.10	1.60	0.00
54.70	26.30	26.20	1.40	1.70	0.00
54.80	26.30	26.20	1.40	1.70	0.00
54.90	26.20	26.10	1.60	1.60	0.00
55.00	26.30	26.10	1.40	1.30	0.00
55.10	26.30	26.10	1.60	1.90	0.00
55.20	26.30	26.30	1.30	2.20	0.00
55.30	26.30	26.20	1.10	1.60	0.00
55.40	26.30	26.10	1.10	1.60	0.00
55.50	26.30	26.10	1.10	1.60	0.00
55.60	26.10	26.10	2.00	1.10	0.00
55.70	26.10	26.10	1.30	1.30	0.00
55.80	26.30	26.10	1.60	2.40	0.00
55.90	26.30	26.20	1.60	1.60	0.00
56.00	26.30	26.20	1.10	1.60	0.00
56.10	26.20	26.10	1.10	1.90	0.00
56.20	26.20	26.00	1.10	1.90	0.00
56.30	26.20	26.00	1.10	1.60	0.00
56.40	26.30	26.10	1.10	1.60	0.00
56.50	26.30	26.10	1.30	1.10	0.00
56.60	26.30	26.10	1.00	1.70	0.00
56.70	26.20	26.30	1.30	1.70	0.00
56.80	26.20	26.30	1.40	1.70	0.00
56.90	26.30	26.10	1.30	2.50	0.00
57.00	26.20	26.20	1.30	1.90	0.00
57.10	26.20	26.20	1.30	2.00	0.00
57.20	26.20	26.00	1.40	2.00	0.00
57.30	26.30	26.20	1.40	2.00	0.00
57.40	26.30	26.20	-0.70	2.00	0.00
57.50	26.20	26.10	1.40	1.90	0.00
57.60	26.30	26.20	2.20	1.60	0.00
57.70	26.30	26.20	1.00	1.30	0.00
57.80	26.10	26.10	1.00	1.90	0.00
