Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
115.00	27.70	25.70	39.50	0.70	0.19
115.10	27.80	25.90	39.50	1.10	0.19
115.20	27.80	25.70	39.50	0.80	0.19
115.30	27.80	25.70	39.60	0.80	0.14
115.40	27.80	25.70	39.60	0.80	0.19
115.50	27.80	25.70	39.60	1.30	0.19
115.60	27.90	25.80	39.90	1.00	0.17
115.70	27.90	25.90	39.00	1.40	0.21
115.80	27.90	25.90	39.90	1.00	0.17
115.90	27.70	25.80	39.50	1.10	0.19
116.00	27.70	25.80	39.50	1.00	0.21
116.10	27.70	25.80	39.80	0.70	0.19
116.20	27.80	25.70	39.80	0.80	0.19
116.30	27.80	25.70	39.80	0.80	0.14
116.40	27.70	25.70	39.60	1.00	0.21
116.50	27.70	25.90	39.00	1.00	0.19
116.60	27.70	25.90	39.50	1.10	0.21
116.70	27.70	25.70	38.70	0.80	0.19
116.80	27.70	25.70	39.20	1.00	0.21
116.90	27.70	25.70	39.60	0.80	0.21
117.00	27.70	25.80	39.50	1.40	0.17
117.10	27.50	25.80	39.90	1.10	0.19
117.20	27.50	25.80	39.60	1.40	0.21
117.30	27.70	25.70	39.50	0.80	0.19
117.40	27.60	25.80	39.50	1.30	0.19
117.50	27.60	25.80	39.60	1.10	0.19
117.60	27.70	25.70	40.70	0.80	0.17
117.70	27.70	25.70	39.50	1.30	0.19
117.80	27.70	25.70	39.80	1.00	0.21
117.90	27.70	25.80	39.50	1.40	0.17
118.00	27.70	25.90	39.50	1.40	0.19
118.10	27.70	25.90	39.30	1.00	0.14
118.20	27.70	25.80	40.20	1.30	0.14
118.30	27.70	25.80	39.50	2.20	0.19
118.40	27.80	25.70	39.50	1.00	0.19
118.50	27.70	25.80	39.50	1.10	0.17
118.60	27.60	25.70	39.60	0.80	0.14
118.70	27.60	25.70	39.90	1.30	0.14
118.80	27.70	25.80	39.80	0.80	0.12
118.90	27.70	25.90	39.80	0.80	0.17
119.00	27.70	25.90	39.50	1.00	0.17
119.10	27.60	25.70	39.50	0.70	0.19
119.20	27.70	25.80	39.90	1.00	0.19
119.30	27.70	25.80	39.90	0.70	0.14
119.40	27.70	25.80	39.60	1.30	0.21
119.50	27.70	25.80	39.80	0.80	0.19
119.60	27.70	25.80	39.50	1.30	0.14
119.70	27.70	25.80	39.80	0.50	0.17
119.80	27.60	25.80	39.80	0.50	0.19
119.90	27.60	25.80	39.80	0.50	0.19
120.00	27.70	25.80	39.30	1.00	0.14
120.10	27.60	25.80	39.20	1.00	0.19
120.20	27.60	25.80	39.50	1.00	0.17
120.30	27.80	25.80	39.50	0.70	0.17
120.40	27.70	25.80	39.80	0.70	0.14
120.50	27.70	25.80	39.30	1.30	0.14
120.60	27.70	25.80	39.30	0.70	0.17
120.70	27.60	25.70	39.30	0.70	0.14
120.80	27.60	25.70	39.60	1.10	0.14
120.90	27.60	25.70	39.50	1.00	0.17
121.00	27.50	25.70	39.20	1.90	0.17
121.10	27.70	25.90	39.90	0.70	0.14
121.20	27.70	25.90	39.30	1.70	0.17
121.30	27.70	25.80	39.60	1.10	0.14
121.40	27.70	25.70	39.60	1.10	0.19
121.50	27.70	25.70	39.30	1.10	0.14
121.60	27.60	25.80	39.30	1.10	0.14
121.70	27.60	25.90	39.60	1.00	0.14
121.80	27.60	25.70	39.50	0.80	0.14
121.90	27.60	25.70	39.60	1.30	0.17
122.00	27.70	25.80	39.00	0.70	0.14
122.10	27.70	25.80	39.50	0.70	0.14
122.20	27.60	25.80	39.80	0.70	0.17
122.30	27.60	25.70	39.80	1.00	0.09
122.40	27.60	25.70	39.50	0.50	0.17
122.50	27.70	25.80	39.30	1.10	0.17
122.60	27.50	25.70	39.60	1.00	0.14
122.70	27.50	25.70	39.50	0.80	0.14
122.80	27.60	25.70	39.60	1.10	0.19
122.90	27.60	25.70	39.50	0.80	0.19
123.00	27.60	25.70	39.50	0.70	0.19
123.10	27.70	25.70	39.80	1.60	0.17
123.20	27.70	25.70	39.50	0.70	0.14
123.30	27.50	25.80	39.50	0.70	0.19
123.40	27.60	25.80	39.60	1.00	0.14
123.50	27.60	25.80	39.60	1.10	0.12
123.60	27.70	25.90	39.50	0.50	0.14
123.70	27.60	25.80	39.80	1.00	0.14
123.80	27.60	25.80	39.80	1.10	0.14
123.90	27.50	25.80	38.80	1.10	0.14
124.00	27.50	25.80	39.30	1.00	0.14
124.10	27.50	25.80	39.90	1.00	0.14
124.20	27.70	25.90	39.90	1.00	0.12
124.30	27.60	25.80	39.60	0.80	0.17
124.40	27.60	25.80	37.30	1.30	0.12
124.50	27.60	25.80	39.60	0.80	0.17
124.60	27.50	25.90	39.60	1.10	0.14
124.70	27.50	25.90	39.50	0.80	0.14
124.80	27.50	25.70	39.50	0.40	0.14
124.90	27.50	25.70	39.20	1.00	0.12
125.00	27.60	25.80	39.30	1.00	0.14
125.10	27.60	25.80	39.30	1.00	0.14
125.20	27.60	25.80	39.50	1.00	0.14
125.30	27.50	25.80	39.50	1.30	0.14
125.40	27.50	25.80	39.50	1.30	0.17
125.50	27.60	25.90	39.30	1.00	0.17
125.60	27.70	25.80	39.30	0.80	0.12
125.70	27.70	25.80	39.50	1.10	0.17
125.80	27.60	25.80	39.90	1.00	0.17
125.90	27.60	25.80	39.80	0.70	0.14
126.00	27.50	25.70	37.80	0.80	0.14
126.10	27.50	25.90	39.80	0.80	0.19
126.20	27.50	25.90	40.10	0.80	0.14
126.30	27.40	25.70	39.20	0.80	0.12
126.40	27.40	25.70	39.80	1.40	0.19
126.50	27.60	25.90	39.50	0.70	0.19
126.60	27.40	25.80	39.30	1.00	0.21
126.70	27.40	25.80	39.80	1.10	0.19
126.80	27.60	25.70	39.20	1.10	0.19
126.90	27.60	25.70	39.20	1.10	0.21
127.00	27.60	25.70	39.60	0.70	0.17
127.10	27.50	25.80	40.20	0.20	0.14
127.20	27.60	25.80	39.30	0.70	0.19
127.30	27.60	25.80	39.50	0.80	0.21
127.40	27.50	25.70	39.30	1.30	0.19
127.50	27.50	25.70	39.60	0.70	0.19
127.60	27.50	25.80	38.80	1.00	0.14
127.70	27.50	25.80	37.60	1.10	0.19
127.80	27.60	25.70	37.60	1.10	0.14
127.90	27.60	25.70	39.20	1.30	0.19
128.00	27.60	25.80	39.60	0.80	0.12
128.10	27.40	25.70	39.80	1.30	0.14
128.20	27.40	25.70	39.80	1.00	0.14
128.30	27.40	25.80	40.70	0.50	0.17
128.40	27.70	26.00	39.30	1.00	0.17
128.50	27.70	26.00	39.50	1.40	0.19
128.60	27.50	25.80	39.80	1.10	0.19
128.70	27.50	25.70	39.80	1.10	0.19
128.80	27.50	25.70	39.60	1.60	0.17
128.90	27.50	25.70	39.60	0.80	0.17
129.00	27.50	25.80	39.60	1.30	0.19
129.10	27.50	25.80	39.50	1.10	0.14
129.20	27.50	25.80	37.80	1.10	0.19
129.30	27.40	25.90	39.50	1.00	0.14
129.40	27.60	25.80	40.10	0.40	0.14
129.50	27.60	25.80	39.30	0.70	0.19
129.60	27.60	25.90	39.30	0.70	0.17
129.70	27.60	25.90	39.90	1.10	0.14
129.80	27.50	25.80	39.80	0.80	0.19
129.90	27.50	25.80	39.30	1.00	0.14
130.00	27.50	25.80	39.50	0.80	0.14
130.10	27.50	25.80	39.30	1.10	0.19
130.20	27.50	25.80	39.20	0.80	0.19
130.30	27.50	25.80	39.30	1.10	0.19
130.40	27.50	25.80	39.30	0.50	0.19
130.50	27.50	25.80	39.30	0.50	0.19
130.60	27.50	25.80	39.50	1.10	0.19
130.70	27.40	25.90	39.00	0.80	0.14
130.80	27.50	25.90	39.50	1.10	0.19
130.90	27.40	25.70	39.50	0.70	0.19
131.00	27.40	25.70	39.00	1.30	0.17
131.10	27.60	25.90	39.50	0.80	0.19
131.20	27.60	25.90	39.90	1.10	0.17
131.30	27.40	25.80	39.60	1.30	0.14
131.40	27.60	25.70	39.60	1.30	0.14
131.50	27.60	25.70	39.80	0.80	0.19
131.60	27.40	25.70	39.30	0.70	0.19
131.70	27.50	25.80	39.30	1.10	0.14
131.80	27.50	25.80	39.60	1.00	0.12
131.90	27.50	25.80	39.30	0.80	0.17
132.00	27.60	25.90	39.20	0.80	0.17
132.10	27.60	25.90	39.30	1.00	0.12
132.20	27.50	25.80	39.80	1.00	0.14
132.30	27.40	25.80	39.80	1.00	0.19
132.40	27.40	25.80	40.20	0.80	0.14
132.50	27.50	25.70	39.60	1.00	0.14
132.60	27.40	25.70	39.90	1.00	0.14
132.70	27.50	25.80	39.50	1.00	0.14
132.80	27.50	25.80	39.80	1.00	0.17
132.90	27.50	25.80	39.80	1.30	0.14
133.00	27.50	25.80	39.60	0.80	0.17
133.10	27.40	25.70	39.30	0.70	0.19
133.20	27.50	25.80	39.30	0.70	0.17
133.30	27.50	25.80	39.50	1.00	0.17
133.40	27.50	25.80	39.20	1.10	0.14
133.50	27.50	25.80	39.50	1.10	0.14
133.60	27.50	25.80	39.50	1.30	0.19
133.70	27.60	25.70	39.90	1.30	0.21
133.80	27.40	25.70	39.60	1.10	0.14
133.90	27.40	25.70	39.20	1.10	0.17
134.00	27.60	25.90	39.20	1.00	0.17
134.10	27.50	25.70	39.90	1.00	0.19
134.20	27.50	25.70	39.60	1.10	0.21
134.30	27.40	25.80	39.60	1.00	0.14
134.40	27.40	25.80	39.60	0.70	0.14
134.50	27.40	25.80	39.60	0.80	0.19
134.60	27.40	25.80	39.50	0.80	0.21
134.70	27.40	25.70	39.90	0.80	0.14
134.80	27.40	25.70	39.50	1.40	0.19
134.90	27.50	25.90	39.90	0.80	0.19
135.00	27.50	25.80	39.90	0.80	0.19
135.10	27.50	25.80	39.80	0.70	0.19
135.20	27.50	25.80	40.50	0.80	0.19
135.30	27.30	25.80	39.60	1.40	0.14
135.40	27.30	25.80	39.50	0.80	0.17
135.50	27.50	25.80	39.30	0.80	0.19
135.60	27.40	25.90	39.50	0.80	0.14
135.70	27.40	25.90	39.50	1.10	0.17
135.80	27.40	25.80	39.50	1.10	0.19
135.90	27.40	25.80	39.50	1.10	0.14
136.00	27.50	25.80	40.50	1.00	0.14
136.10	27.50	25.80	39.60	1.00	0.14
136.20	27.40	25.80	39.30	1.10	0.19
136.30	27.40	25.80	39.20	1.40	0.09
136.40	27.40	25.80	39.30	1.30	0.14
136.50	27.40	25.90	39.50	0.80	0.17
136.60	27.40	25.90	39.30	0.70	0.19
136.70	27.40	25.90	39.60	1.30	0.14
136.80	27.40	25.70	39.60	1.30	0.17
136.90	27.50	25.90	39.20	0.70	0.17
137.00	27.50	25.90	39.30	0.80	0.21
137.10	27.40	25.80	39.50	0.50	0.17
137.20	27.50	26.00	39.50	0.80	0.17
137.30	27.50	26.00	39.60	1.10	0.17
137.40	27.50	25.80	39.60	0.50	0.19
137.50	27.30	25.80	39.90	1.10	0.19
137.60	27.30	25.80	39.60	1.10	0.19
137.70	27.50	25.80	39.60	1.10	0.21
137.80	27.50	25.90	39.20	1.00	0.17
137.90	27.50	25.90	39.60	0.50	0.19
138.00	27.50	25.90	39.60	0.80	0.21
138.10	27.40	25.80	39.90	1.00	0.19
138.20	27.40	25.80	39.50	1.10	0.19
138.30	27.40	26.00	39.50	1.10	0.14
138.40	27.40	25.80	39.00	0.70	0.19
138.50	27.40	25.80	39.50	0.70	0.19
138.60	27.50	25.70	39.50	0.70	0.19
138.70	27.50	26.00	39.50	0.70	0.19
138.80	27.30	25.80	39.30	1.00	0.17
138.90	27.30	25.80	39.80	0.40	0.17
139.00	27.30	25.80	39.50	1.30	0.21
139.10	27.30	25.80	39.50	1.00	0.19
139.20	27.50	25.80	39.60	1.40	0.19
139.30	27.50	25.90	39.60	1.00	0.17
139.40	27.50	25.90	39.30	0.70	0.17
139.50	27.40	25.80	39.30	0.70	0.14
139.60	27.40	25.80	39.30	1.10	0.14
139.70	27.30	25.80	39.50	1.00	0.17
139.80	27.30	25.80	40.10	1.00	0.14
139.90	27.40	25.70	39.80	1.10	0.12
140.00	27.40	25.70	39.50	0.80	0.14
140.10	27.40	25.80	39.60	0.70	0.14
140.20	27.40	25.90	39.60	0.80	0.17
140.30	27.40	25.90	39.50	1.30	0.14
140.40	27.50	25.80	39.50	1.30	0.17
140.50	27.40	25.80	40.10	0.80	0.14
140.60	27.40	25.80	39.60	1.00	0.14
140.70	27.40	25.80	39.30	1.00	0.14
140.80	27.30	25.80	39.90	0.50	0.19
140.90	27.30	25.80	39.30	1.00	0.14
141.00	27.40	25.90	39.80	1.10	0.19
141.10	27.40	25.80	39.50	1.10	0.19
141.20	27.50	25.80	39.50	1.10	0.14
141.30	27.50	25.80	39.50	1.10	0.14
141.40	27.30	25.80	39.60	-1.00	0.19
141.50	27.40	25.90	39.60	0.80	0.14
141.60	27.40	25.90	39.80	0.70	0.14
141.70	27.40	25.90	39.90	0.80	0.14
141.80	27.40	25.90	39.30	1.00	0.14
141.90	27.50	25.90	39.80	1.00	0.19
142.00	27.30	25.80	39.60	0.80	0.17
142.10	27.30	25.80	39.50	1.10	0.19
142.20	27.40	25.90	39.50	1.10	0.14
142.30	27.40	25.80	39.50	0.80	0.19
142.40	27.40	25.80	39.30	0.70	0.19
142.50	27.40	25.80	39.50	1.10	0.17
142.60	27.40	25.80	39.50	1.30	0.19
142.70	27.40	25.80	39.60	0.70	0.17
142.80	27.40	25.70	39.30	0.70	0.17
142.90	27.30	25.80	39.50	0.80	0.17
143.00	27.30	25.80	39.80	1.00	0.14
143.10	27.30	25.80	39.80	1.00	0.19
143.20	27.30	25.70	39.90	0.80	0.14
143.30	27.30	25.70	39.50	1.00	0.14
143.40	27.40	25.80	39.60	1.10	0.17
143.50	27.40	25.70	39.60	1.10	0.17
143.60	27.40	25.70	39.30	1.10	0.14
143.70	27.40	25.80	39.60	1.00	0.19
143.80	27.40	26.00	39.60	1.10	0.19
143.90	27.40	26.00	39.60	1.10	0.19
144.00	27.40	25.90	39.60	1.10	0.19
144.10	27.40	25.90	39.30	0.50	0.12
144.20	27.30	25.80	39.90	0.70	0.19
144.30	27.30	25.80	39.20	1.00	0.14
144.40	27.30	25.90	39.30	1.00	0.19
144.50	27.40	25.90	39.60	1.30	0.19
144.60	27.40	25.90	39.30	1.00	0.19
144.70	27.30	25.80	39.30	0.80	0.19
144.80	27.30	25.80	39.30	1.30	0.21
144.90	27.40	25.80	39.50	1.30	0.19
145.00	27.40	25.80	39.80	1.00	0.14
145.10	27.40	25.80	39.60	0.80	0.14
145.20	27.30	25.80	39.30	1.30	0.12
145.30	27.30	25.80	39.30	2.00	0.14
145.40	27.30	25.90	39.60	1.30	0.17
145.50	27.20	25.80	39.50	1.10	0.19
145.60	27.20	25.80	39.50	1.00	0.14
145.70	27.20	25.90	39.50	1.00	0.17
145.80	27.30	26.00	39.60	1.10	0.19
145.90	27.30	25.80	39.60	1.70	0.19
146.00	27.30	25.80	39.30	1.30	0.14
146.10	27.40	25.90	39.20	1.00	0.14
146.20	27.40	25.90	39.30	0.80	0.14
146.30	27.40	25.90	39.50	0.80	0.14
146.40	27.30	25.80	39.50	1.00	0.14
146.50	27.30	25.80	39.60	1.10	0.14
146.60	27.30	25.80	39.60	1.10	0.12
146.70	27.40	25.80	39.00	0.50	0.17
