Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
641.60	26.90	27.80	23.80	24.40	0.00
641.70	27.00	27.70	23.90	24.10	0.00
641.80	27.00	27.80	22.20	24.20	0.00
641.90	27.00	27.80	23.90	24.40	0.00
642.00	26.80	27.70	23.60	24.20	0.00
642.10	26.90	27.80	23.60	24.20	0.00
642.20	26.80	27.70	25.00	23.90	0.00
642.30	26.80	27.70	23.90	24.40	0.00
642.40	26.90	27.70	23.80	24.20	0.00
642.50	26.80	27.70	23.80	23.80	0.00
642.60	26.80	27.70	23.60	24.10	0.00
642.70	26.90	27.70	23.40	24.10	0.00
642.80	26.80	27.70	23.90	23.90	0.00
642.90	26.80	27.70	23.80	24.10	0.00
643.00	26.80	27.70	23.80	24.10	0.00
643.10	26.80	27.80	23.80	24.40	0.00
643.20	26.80	27.80	23.80	24.50	0.00
643.30	26.90	27.70	23.80	24.10	0.00
643.40	26.80	27.80	23.80	24.20	0.00
643.50	26.80	27.80	23.90	24.20	0.00
643.60	26.90	27.70	23.90	24.20	0.00
643.70	26.80	27.70	23.80	23.90	0.00
643.80	26.80	27.70	23.80	24.40	0.00
643.90	26.70	27.50	23.80	24.40	0.00
644.00	26.80	27.70	24.10	23.90	0.00
644.10	26.80	27.70	23.60	24.20	0.00
644.20	26.80	27.60	23.60	24.20	0.00
644.30	26.80	27.80	23.90	24.10	0.00
644.40	26.80	27.80	23.90	22.50	0.00
644.50	26.90	27.70	23.90	24.20	0.00
644.60	26.70	27.60	23.90	21.90	0.00
644.70	26.70	27.60	23.80	24.50	0.00
644.80	26.90	27.80	23.80	24.50	0.00
644.90	26.90	27.80	24.10	24.10	0.00
645.00	26.90	27.80	23.40	24.10	0.00
645.10	26.90	27.70	23.80	24.20	0.00
645.20	26.70	27.70	24.10	24.20	0.00
645.30	26.70	27.70	23.60	24.20	0.00
645.40	26.80	27.70	23.90	24.40	0.00
645.50	26.90	27.80	23.80	24.70	0.00
645.60	26.90	27.80	23.80	24.70	0.00
645.70	26.90	27.80	23.80	23.80	0.00
645.80	26.80	27.80	23.60	24.10	0.00
645.90	26.80	27.80	23.80	24.10	0.00
646.00	26.80	27.70	23.80	25.00	0.00
646.10	26.80	27.70	23.80	24.10	0.00
646.20	26.90	27.60	23.60	24.50	0.00
646.30	27.00	27.80	23.80	24.10	0.00
646.40	27.00	27.80	24.40	24.20	0.00
646.50	26.80	27.60	23.80	24.10	0.00
646.60	26.90	27.70	23.80	23.90	0.00
646.70	26.90	27.70	23.90	24.20	0.00
646.80	26.80	27.60	23.60	24.40	0.00
646.90	26.80	27.70	23.80	24.50	0.00
647.00	26.80	27.70	23.60	24.20	0.00
647.10	26.90	27.70	23.60	24.20	0.00
647.20	26.80	27.70	23.60	24.20	0.00
647.30	26.80	27.70	23.80	24.40	0.00
647.40	26.90	27.60	23.80	24.40	0.00
647.50	26.80	27.60	23.60	24.10	0.00
647.60	26.80	27.60	23.60	24.20	0.00
647.70	26.80	27.70	24.10	22.50	0.00
647.80	26.90	27.90	23.90	24.10	0.00
647.90	26.90	27.90	23.90	24.50	0.00
648.00	26.90	27.80	24.40	24.40	0.00
648.10	26.90	27.70	24.20	24.20	0.00
648.20	26.90	27.70	23.90	24.40	0.00
648.30	26.80	27.80	23.90	24.40	0.00
648.40	26.80	27.50	23.80	24.10	0.00
648.50	26.80	27.50	24.10	24.40	0.00
648.60	26.80	27.50	23.40	23.90	0.00
648.70	26.70	27.60	24.10	24.10	0.00
648.80	26.70	27.60	23.60	24.50	0.00
648.90	26.80	27.60	23.60	24.20	0.00
649.00	26.90	27.70	23.80	24.10	0.00
649.10	26.90	27.70	23.40	23.90	0.00
649.20	26.90	27.70	23.40	23.90	0.00
649.30	26.80	27.60	23.60	24.20	0.00
649.40	26.80	27.60	23.60	24.10	0.00
649.50	26.70	27.60	23.90	24.40	0.00
649.60	26.80	27.70	23.60	24.10	0.00
649.70	26.80	27.70	23.80	24.20	0.00
649.80	26.80	27.80	23.40	24.20	0.00
649.90	26.80	27.70	24.10	23.80	0.00
650.00	26.80	27.70	23.10	24.40	0.00
650.10	26.80	27.70	23.10	24.40	0.00
650.20	26.80	27.70	23.60	23.90	0.00
650.30	26.90	27.60	24.10	24.10	0.00
650.40	26.80	27.60	23.40	24.10	0.00
650.50	26.80	27.60	23.40	24.20	0.00
650.60	26.90	27.60	24.20	24.40	0.00
650.70	26.90	27.60	23.60	23.90	0.00
650.80	26.90	27.60	23.90	24.40	0.00
650.90	26.70	27.70	23.60	24.40	0.00
651.00	26.70	27.70	23.60	24.40	0.00
651.10	26.70	27.70	23.40	24.10	0.00
651.20	26.80	27.70	23.80	24.10	0.00
651.30	26.80	27.70	24.10	24.40	0.00
651.40	26.80	27.70	24.10	24.20	0.00
651.50	26.90	27.70	23.60	24.10	0.00
651.60	26.90	27.60	23.40	24.10	0.00
651.70	26.90	27.60	24.10	24.20	0.00
651.80	26.80	27.80	24.20	24.20	0.00
651.90	26.90	27.70	24.20	24.20	0.00
652.00	26.90	27.70	24.10	24.10	0.00
652.10	26.80	27.70	23.90	24.20	0.00
652.20	26.80	27.70	23.90	24.50	0.00
652.30	26.80	27.70	24.40	23.90	0.00
652.40	26.80	27.70	23.60	23.90	0.00
652.50	26.70	27.70	24.40	24.10	0.00
652.60	26.70	27.70	23.90	24.10	0.00
652.70	26.90	27.70	23.60	23.90	0.00
652.80	26.90	27.70	24.10	24.10	0.00
652.90	26.90	27.70	23.80	23.90	0.00
653.00	26.80	27.60	23.90	24.40	0.00
653.10	26.80	27.70	24.10	24.40	0.00
653.20	26.80	27.70	23.90	24.10	0.00
653.30	26.90	27.70	23.60	24.40	0.00
653.40	26.80	27.60	23.80	24.40	0.00
653.50	26.80	27.60	23.60	24.10	0.00
653.60	26.90	27.70	23.90	24.20	0.00
653.70	26.80	27.60	24.10	24.10	0.00
653.80	26.80	27.70	23.60	24.20	0.00
653.90	26.80	27.70	23.60	24.40	0.00
654.00	26.80	27.60	23.80	24.50	0.00
654.10	26.80	27.70	23.90	24.20	0.00
654.20	26.80	27.70	23.80	24.20	0.00
654.30	26.90	27.70	23.30	24.40	0.00
654.40	26.90	27.70	23.90	24.40	0.00
654.50	26.90	27.60	23.90	24.40	0.00
654.60	26.70	27.70	24.20	24.20	0.00
654.70	26.70	27.70	23.80	25.60	0.00
654.80	26.80	27.60	23.60	24.40	0.00
654.90	26.90	27.70	23.90	24.50	0.00
655.00	26.90	27.70	23.30	23.60	0.00
655.10	26.90	27.70	23.40	23.90	0.00
655.20	26.70	27.60	24.10	23.80	0.00
655.30	26.70	27.60	24.20	23.90	0.00
655.40	26.70	27.60	24.20	23.90	0.00
655.50	26.80	27.60	23.40	23.90	0.00
655.60	26.80	27.70	23.90	24.10	0.00
655.70	26.80	27.70	23.80	24.20	0.00
655.80	26.80	27.60	24.10	24.40	0.00
655.90	26.80	27.70	23.60	24.10	0.00
656.00	26.80	27.70	23.90	24.20	0.00
656.10	26.70	27.70	24.20	24.20	0.00
656.20	26.70	27.60	23.80	24.70	0.00
656.30	26.70	27.60	23.80	24.70	0.00
656.40	26.80	27.70	23.80	24.10	0.00
656.50	26.90	27.70	23.80	23.90	0.00
656.60	26.90	27.70	23.80	24.20	0.00
656.70	26.90	27.60	23.80	23.90	0.00
656.80	26.90	27.60	23.60	24.10	0.00
656.90	26.90	27.60	23.80	24.50	0.00
657.00	26.70	27.50	24.70	24.10	0.00
657.10	26.80	27.60	23.60	24.20	0.00
657.20	26.80	27.60	23.60	24.20	0.00
657.30	26.80	27.60	23.80	24.10	0.00
657.40	26.80	27.60	23.90	23.90	0.00
657.50	26.80	27.60	23.80	24.20	0.00
657.60	26.90	27.70	23.90	24.10	0.00
657.70	26.90	27.70	23.60	25.10	0.00
657.80	26.90	27.70	23.90	24.20	0.00
657.90	26.80	27.60	24.40	24.40	0.00
658.00	26.70	27.70	23.40	24.20	0.00
658.10	26.70	27.70	23.40	24.20	0.00
658.20	26.90	27.80	24.70	23.80	0.00
658.30	26.80	27.60	23.80	24.40	0.00
658.40	26.80	27.70	23.90	24.40	0.00
658.50	26.80	27.70	23.90	24.10	0.00
658.60	26.90	27.70	24.10	23.80	0.00
658.70	26.80	27.80	23.80	24.10	0.00
658.80	26.80	27.80	24.10	24.10	0.00
658.90	26.90	27.70	23.60	24.20	0.00
659.00	26.90	27.70	23.60	24.20	0.00
659.10	26.80	27.60	24.10	24.10	0.00
659.20	26.70	27.60	23.90	24.20	0.00
659.30	27.00	27.60	23.80	24.40	0.00
659.40	27.00	27.60	23.90	24.20	0.00
659.50	26.80	27.70	23.90	23.90	0.00
659.60	26.80	27.70	23.80	24.20	0.00
659.70	26.80	27.60	23.60	24.40	0.00
659.80	26.80	27.60	24.10	23.90	0.00
659.90	26.80	27.60	24.10	23.90	0.00
660.00	26.80	27.70	23.90	24.10	0.00
660.10	26.90	27.60	23.90	23.90	0.00
660.20	26.90	27.70	23.60	24.10	0.00
660.30	26.90	27.70	23.80	24.20	0.00
660.40	26.80	27.60	23.80	24.40	0.00
660.50	26.80	27.60	23.60	24.20	0.00
660.60	26.80	27.60	23.80	24.10	0.00
660.70	27.00	27.70	24.20	24.40	0.00
660.80	27.00	27.70	24.20	24.40	0.00
660.90	26.90	27.60	23.90	23.90	0.00
661.00	26.90	27.70	23.80	24.50	0.00
661.10	26.90	27.70	24.10	24.70	0.00
661.20	26.70	27.70	23.90	23.90	0.00
661.30	26.70	27.70	23.60	24.20	0.00
661.40	26.70	27.60	23.60	24.20	0.00
661.50	26.80	27.60	22.10	24.70	0.00
661.60	26.80	27.60	24.10	23.10	0.00
661.70	26.80	27.60	24.10	23.10	0.00
661.80	26.80	27.60	23.90	24.10	0.00
661.90	26.90	27.60	23.90	24.10	0.00
662.00	26.90	27.60	24.10	24.10	0.00
662.10	26.80	27.50	23.40	24.20	0.00
662.20	26.80	27.60	23.60	24.10	0.00
662.30	26.80	27.60	23.90	24.20	0.00
662.40	26.80	27.70	23.60	23.80	0.00
662.50	26.80	27.70	24.40	24.10	0.00
662.60	26.90	27.70	23.80	23.90	0.00
662.70	26.90	27.60	23.80	24.10	0.00
662.80	26.90	27.60	24.10	24.40	0.00
662.90	26.90	27.60	23.80	24.20	0.00
663.00	26.80	27.60	23.80	24.20	0.00
663.10	26.90	27.60	23.60	24.40	0.00
663.20	26.90	27.60	23.60	24.20	0.00
663.30	26.90	27.60	24.10	24.20	0.00
663.40	26.80	27.60	24.10	24.20	0.00
663.50	26.80	27.60	23.90	24.40	0.00
663.60	26.80	27.70	23.80	24.70	0.00
663.70	26.80	27.50	23.40	23.90	0.00
663.80	26.80	27.50	23.80	24.70	0.00
663.90	26.90	27.70	23.40	23.90	0.00
664.00	26.90	27.70	23.80	24.20	0.00
664.10	26.90	27.70	23.60	24.10	0.00
664.20	26.80	27.70	23.90	24.10	0.00
664.30	26.80	27.60	23.90	24.10	0.00
664.40	26.80	27.60	24.10	24.20	0.00
664.50	26.80	27.50	24.10	24.20	0.00
664.60	26.80	27.50	23.90	24.40	0.00
664.70	26.90	27.50	23.90	24.20	0.00
664.80	26.80	27.60	23.90	23.90	0.00
664.90	26.80	27.60	23.40	24.40	0.00
665.00	26.90	27.50	23.60	24.10	0.00
665.10	26.90	27.50	23.80	24.10	0.00
665.20	26.90	27.50	23.80	24.10	0.00
665.30	26.80	27.60	24.10	23.90	0.00
665.40	26.90	27.60	23.90	24.40	0.00
665.50	26.90	27.60	23.60	24.20	0.00
665.60	26.90	27.70	23.90	23.90	0.00
665.70	26.80	27.60	23.60	24.20	0.00
665.80	26.80	27.60	24.40	24.20	0.00
665.90	26.80	27.60	23.30	24.10	0.00
666.00	26.90	27.60	24.10	24.40	0.00
666.10	26.80	27.60	23.90	23.90	0.00
666.20	26.80	27.60	23.80	23.90	0.00
666.30	26.90	27.60	23.40	24.20	0.00
666.40	26.70	27.60	23.90	24.20	0.00
666.50	26.70	27.60	23.90	24.20	0.00
666.60	26.80	27.50	24.10	24.20	0.00
666.70	26.80	27.50	23.80	25.30	0.00
666.80	26.90	27.60	23.80	23.90	0.00
666.90	26.70	27.60	23.80	23.90	0.00
667.00	26.70	27.60	23.90	23.90	0.00
667.10	26.80	27.60	24.20	24.10	0.00
667.20	26.80	27.70	23.60	24.40	0.00
667.30	26.80	27.70	23.60	24.40	0.00
667.40	26.80	27.60	23.80	24.20	0.00
667.50	26.90	27.70	23.60	24.10	0.00
667.60	26.90	27.70	23.60	23.90	0.00
667.70	26.80	27.60	23.80	24.10	0.00
667.80	26.70	27.60	23.80	24.10	0.00
667.90	26.70	27.60	23.30	24.20	0.00
668.00	26.80	27.50	23.60	24.40	0.00
668.10	27.00	27.50	23.40	24.40	0.00
668.20	27.00	27.50	23.60	24.50	0.00
668.30	26.80	27.60	25.00	23.90	0.00
668.40	26.80	27.60	23.90	24.10	0.00
668.50	26.80	27.60	23.90	22.20	0.00
668.60	26.90	27.60	23.80	24.10	0.00
668.70	26.80	27.70	23.80	24.10	0.00
668.80	26.80	27.70	23.40	24.20	0.00
668.90	26.90	27.70	23.60	24.20	0.00
669.00	26.80	27.50	23.90	22.70	0.00
669.10	26.80	27.50	23.90	24.20	0.00
669.20	26.80	27.70	23.80	24.10	0.00
669.30	26.70	27.40	23.10	24.50	0.00
669.40	26.80	27.60	23.80	24.10	0.00
669.50	26.80	27.60	23.90	24.20	0.00
669.60	26.60	27.30	23.90	24.20	0.00
669.70	26.60	27.30	21.90	24.10	0.00
669.80	26.90	27.60	22.80	24.40	0.00
669.90	26.80	27.50	24.40	23.80	0.00
670.00	26.80	27.50	23.60	23.80	0.00
670.10	26.80	27.60	23.60	24.20	0.00
670.20	27.00	27.60	23.90	23.90	0.00
670.30	26.80	27.60	23.80	24.10	0.00
670.40	26.80	27.60	24.10	24.20	0.00
670.50	26.70	27.60	24.10	24.20	0.00
670.60	26.70	27.50	23.80	24.10	0.00
670.70	26.70	27.50	23.80	24.40	0.00
670.80	26.80	27.50	23.60	23.90	0.00
670.90	26.80	27.50	23.60	24.20	0.00
671.00	26.80	27.50	23.30	24.40	0.00
671.10	26.90	27.50	23.40	24.10	0.00
671.20	26.70	27.60	23.90	24.40	0.00
671.30	26.70	27.60	23.90	24.50	0.00
671.40	26.90	27.60	23.90	24.50	0.00
671.50	26.90	27.60	23.90	24.20	0.00
671.60	26.80	27.60	23.60	24.40	0.00
671.70	27.00	27.70	24.20	24.20	0.00
671.80	27.00	27.70	24.10	24.20	0.00
671.90	26.80	27.60	24.20	24.20	0.00
672.00	26.90	27.60	24.70	24.20	0.00
672.10	26.90	27.60	23.80	24.80	0.00
672.20	26.80	27.60	23.60	24.20	0.00
672.30	26.80	27.60	23.60	24.20	0.00
672.40	26.90	27.50	23.80	23.90	0.00
672.50	26.80	27.60	23.90	24.20	0.00
672.60	26.80	27.60	23.90	24.20	0.00
672.70	26.80	27.50	24.40	23.90	0.00
672.80	26.90	27.60	23.90	23.90	0.00
672.90	26.90	27.60	23.30	23.90	0.00
673.00	26.80	27.60	23.60	24.40	0.00
673.10	26.90	27.60	23.90	24.50	0.00
673.20	26.90	27.60	24.20	23.90	0.00
673.30	26.80	27.40	23.10	24.50	0.00
673.40	26.80	27.50	23.80	24.50	0.00
673.50	26.80	27.50	23.80	24.50	0.00
673.60	27.00	27.70	23.80	24.10	0.00
673.70	26.70	27.50	23.60	24.40	0.00
673.80	26.70	27.50	23.80	24.20	0.00
673.90	27.00	27.50	23.80	24.40	0.00
674.00	27.00	27.50	23.40	24.20	0.00
674.10	27.00	27.50	24.10	24.40	0.00
674.20	26.80	27.50	23.80	24.20	0.00
674.30	26.80	27.60	24.10	24.40	0.00
674.40	26.80	27.60	23.80	24.50	0.00
674.50	26.80	27.40	23.60	23.80	0.00
674.60	26.80	27.50	24.10	24.20	0.00
674.70	26.80	27.50	23.30	24.10	0.00
674.80	26.80	27.50	24.10	24.40	0.00
674.90	26.80	27.50	24.10	24.40	0.00
675.00	26.80	27.50	23.90	24.40	0.00
675.10	26.90	27.50	23.60	24.40	0.00
675.20	26.70	27.40	23.90	24.20	0.00
675.30	26.70	27.40	23.90	24.10	0.00
675.40	26.80	27.50	24.20	23.90	0.00
675.50	26.80	27.40	24.40	23.90	0.00
675.60	26.80	27.40	23.90	23.90	0.00
675.70	26.80	27.60	23.60	24.20	0.00
675.80	26.90	27.60	23.60	24.20	0.00
675.90	26.90	27.60	23.10	24.20	0.00
676.00	26.80	27.40	23.40	24.40	0.00
676.10	26.80	27.40	23.60	24.20	0.00
676.20	26.80	27.50	23.40	24.10	0.00
676.30	26.80	27.60	23.90	23.90	0.00
676.40	26.80	27.60	23.90	25.50	0.00
676.50	26.70	27.40	24.10	24.20	0.00
676.60	26.90	27.60	24.10	24.20	0.00
676.70	26.90	27.60	24.10	24.20	0.00
676.80	26.80	27.60	23.90	24.40	0.00
676.90	26.80	27.50	23.90	24.20	0.00
677.00	26.80	27.50	23.60	24.20	0.00
677.10	26.90	27.60	23.90	24.10	0.00
677.20	26.90	27.60	23.90	24.40	0.00
677.30	26.90	27.60	23.80	23.90	0.00
677.40	26.80	27.50	24.10	24.20	0.00
677.50	26.80	27.50	23.60	24.10	0.00
677.60	26.80	27.50	23.60	24.10	0.00
677.70	26.70	27.50	23.80	24.10	0.00
677.80	26.80	27.60	23.40	24.40	0.00
677.90	26.90	27.50	23.60	24.20	0.00
678.00	26.90	27.50	23.90	24.20	0.00
678.10	26.90	27.40	23.60	24.10	0.00
678.20	26.80	27.60	23.60	23.80	0.00
678.30	26.80	27.60	23.40	24.50	0.00
678.40	26.80	27.40	23.80	24.50	0.00
678.50	26.80	27.40	23.80	24.50	0.00
678.60	26.80	27.50	23.80	24.40	0.00
678.70	26.80	27.70	23.60	24.40	0.00
678.80	26.90	27.50	23.60	24.40	0.00
678.90	26.90	27.50	23.80	24.20	0.00
679.00	26.80	27.50	24.20	23.80	0.00
679.10	26.90	27.60	23.80	24.40	0.00
679.20	26.90	27.60	24.10	23.90	0.00
679.30	27.00	27.60	24.10	23.90	0.00
679.40	26.90	27.50	23.40	24.20	0.00
679.50	26.90	27.50	23.60	24.40	0.00
679.60	26.90	27.60	23.60	24.20	0.00
679.70	27.00	27.50	23.60	24.50	0.00
679.80	27.00	27.50	24.20	23.90	0.00
679.90	26.80	27.50	23.80	24.20	0.00
680.00	26.90	27.60	23.60	23.80	0.00
680.10	26.90	27.60	23.30	24.50	0.00
680.20	26.80	27.60	24.10	23.90	0.00
680.30	26.80	27.40	23.90	24.40	0.00
680.40	26.80	27.40	23.40	24.40	0.00
680.50	26.80	27.50	23.80	24.50	0.00
680.60	26.90	27.60	23.80	23.90	0.00
680.70	26.90	27.60	23.60	24.20	0.00
680.80	26.90	27.60	23.90	23.90	0.00
680.90	27.00	27.70	23.60	24.20	0.00
681.00	27.00	27.70	24.10	23.80	0.00
681.10	26.90	27.60	24.10	23.80	0.00
681.20	26.90	27.60	24.10	23.80	0.00
681.30	26.70	27.40	23.80	24.40	0.00
681.40	26.70	27.40	23.90	24.10	0.00
681.50	26.70	27.40	23.60	24.40	0.00
681.60	26.90	27.50	23.80	24.20	0.00
681.70	26.90	27.50	23.40	24.20	0.00
681.80	26.90	27.60	23.80	24.20	0.00
681.90	26.90	27.60	24.10	23.90	0.00
682.00	26.90	27.60	24.10	23.90	0.00
682.10	26.80	27.50	23.60	24.40	0.00
682.20	27.00	27.70	23.80	24.20	0.00
682.30	26.90	27.60	24.10	24.40	0.00
682.40	26.90	27.60	23.60	24.70	0.00
682.50	26.90	27.50	23.40	24.40	0.00
682.60	26.90	27.50	24.20	24.20	0.00
682.70	26.90	27.50	23.90	24.20	0.00
682.80	26.80	27.50	23.80	24.50	0.00
682.90	26.80	27.50	23.80	24.50	0.00
683.00	26.80	27.50	22.10	24.20	0.00
683.10	26.80	27.50	24.20	23.90	0.00
683.20	26.90	27.60	23.60	24.40	0.00
683.30	26.90	27.60	23.60	24.10	0.00
683.40	26.80	27.40	23.60	24.50	0.00
683.50	26.90	27.60	23.60	24.40	0.00
683.60	26.90	27.60	23.60	23.80	0.00
683.70	26.90	27.50	23.80	24.20	0.00
683.80	26.90	27.40	23.80	24.20	0.00
683.90	26.90	27.40	23.40	23.90	0.00
684.00	26.80	27.40	23.90	23.80	0.00
684.10	27.00	27.60	23.60	24.50	0.00
684.20	27.00	27.60	23.60	24.20	0.00
684.30	26.90	27.50	23.80	24.10	0.00
684.40	26.90	27.60	23.80	23.90	0.00
684.50	26.90	27.60	24.20	24.10	0.00
684.60	26.90	27.50	23.80	24.20	0.00
684.70	26.70	27.50	23.80	24.20	0.00
684.80	26.70	27.50	23.80	24.40	0.00
684.90	26.80	27.50	24.10	24.10	0.00
685.00	26.80	27.70	23.80	24.50	0.00
685.10	26.80	27.70	23.40	24.10	0.00
685.20	26.80	27.50	23.80	24.20	0.00
685.30	26.90	27.50	24.10	24.20	0.00
685.40	26.90	27.50	23.60	24.10	0.00
685.50	26.90	27.50	23.60	24.10	0.00
685.60	26.80	27.50	24.20	24.10	0.00
685.70	26.80	27.50	23.60	23.90	0.00
685.80	26.90	27.50	23.90	24.40	0.00
685.90	26.90	27.50	23.80	24.50	0.00
686.00	27.00	27.50	23.60	24.40	0.00
686.10	27.00	27.60	23.60	24.40	0.00
686.20	27.00	27.60	24.10	23.90	0.00
686.30	26.80	27.50	23.90	24.40	0.00
686.40	26.90	27.50	23.90	24.40	0.00
686.50	26.90	27.50	24.10	24.20	0.00
686.60	26.80	27.50	23.80	24.50	0.00
686.70	26.80	27.50	23.80	23.90	0.00
686.80	26.80	27.60	24.10	24.10	0.00
686.90	26.80	27.40	24.10	23.80	0.00
687.00	26.80	27.40	23.80	23.90	0.00
687.10	26.90	27.40	23.80	24.20	0.00
687.20	26.80	27.50	23.40	24.10	0.00
687.30	26.80	27.50	23.40	24.10	0.00
687.40	26.90	27.50	24.20	24.70	0.00
687.50	26.90	27.50	24.10	24.20	0.00
687.60	26.80	27.50	24.20	24.20	0.00
687.70	26.80	27.50	23.60	24.40	0.00
687.80	26.80	27.40	23.90	24.20	0.00
687.90	26.80	27.40	24.20	23.90	0.00
688.00	26.80	27.50	23.40	24.40	0.00
688.10	26.70	27.50	23.80	24.50	0.00
688.20	26.70	27.50	23.80	24.50	0.00
688.30	26.90	27.50	23.40	23.90	0.00
688.40	26.80	27.40	23.90	24.10	0.00
688.50	26.80	27.40	23.60	24.20	0.00
688.60	26.90	27.50	24.10	24.10	0.00
688.70	26.90	27.50	23.90	24.10	0.00
688.80	26.90	27.50	23.90	22.10	0.00
688.90	26.90	27.50	23.90	23.90	0.00
689.00	26.70	27.50	23.60	24.40	0.00
689.10	26.90	27.50	23.80	24.40	0.00
689.20	26.90	27.50	21.90	24.20	0.00
689.30	26.90	27.60	24.20	24.50	0.00
689.40	26.80	27.50	23.90	24.40	0.00
689.50	26.80	27.50	23.10	24.10	0.00
689.60	26.60	27.50	24.10	24.40	0.00
689.70	26.80	27.40	24.10	24.20	0.00
689.80	26.80	27.40	23.60	24.10	0.00
689.90	26.90	27.50	23.80	23.90	0.00
690.00	26.80	27.40	23.80	23.90	0.00
690.10	26.80	27.60	23.90	23.90	0.00
690.20	26.80	27.60	23.90	23.90	0.00
690.30	26.80	27.50	23.40	24.20	0.00
690.40	26.80	27.50	23.80	24.10	0.00
690.50	26.80	27.50	24.20	24.20	0.00
690.60	26.80	27.50	23.80	24.40	0.00
690.70	26.90	27.60	23.80	24.20	0.00
690.80	26.90	27.60	23.60	23.80	0.00
690.90	26.90	27.60	23.60	23.80	0.00
691.00	26.80	27.40	24.10	23.60	0.00
691.10	26.80	27.40	23.60	23.80	0.00
691.20	26.80	27.50	24.10	24.50	0.00
691.30	26.80	27.50	23.30	24.40	0.00
691.40	26.80	27.60	23.60	24.40	0.00
691.50	26.80	27.60	23.90	23.90	0.00
691.60	26.70	27.50	23.40	24.10	0.00
691.70	26.80	27.50	23.40	24.10	0.00
691.80	26.80	27.50	23.90	23.90	0.00
691.90	26.80	27.40	23.10	24.20	0.00
692.00	26.80	27.40	23.60	24.10	0.00
692.10	26.70	27.50	23.40	24.20	0.00
692.20	26.90	27.40	23.80	24.50	0.00
692.30	26.90	27.40	23.80	24.10	0.00
692.40	26.80	27.50	23.60	24.10	0.00
692.50	26.70	27.40	24.70	24.10	0.00
692.60	26.70	27.40	24.70	24.10	0.00
692.70	27.00	27.60	24.10	24.40	0.00
692.80	26.90	27.60	23.80	24.10	0.00
692.90	26.90	27.60	24.10	24.20	0.00
693.00	26.80	27.50	24.10	24.50	0.00
693.10	26.90	27.60	23.60	24.20	0.00
693.20	26.90	27.60	23.80	24.20	0.00
693.30	26.90	27.60	23.90	24.40	0.00
693.40	26.80	27.40	23.80	24.10	0.00
693.50	27.00	27.70	23.80	24.10	0.00
693.60	27.00	27.70	24.10	24.20	0.00
693.70	26.90	27.40	23.60	24.40	0.00
693.80	26.90	27.50	23.90	24.50	0.00
693.90	26.90	27.50	24.20	24.10	0.00
694.00	26.90	27.40	24.10	23.90	0.00
694.10	26.80	27.50	24.20	24.10	0.00
694.20	26.80	27.50	23.80	24.20	0.00
694.30	26.80	27.40	23.80	24.20	0.00
694.40	26.80	27.60	23.80	24.20	0.00
694.50	26.80	27.50	23.80	24.50	0.00
694.60	26.80	27.50	24.20	24.10	0.00
694.70	26.80	27.60	23.80	23.90	0.00
694.80	26.80	27.40	23.90	24.20	0.00
694.90	26.80	27.40	23.80	24.40	0.00
695.00	26.90	27.50	23.60	24.40	0.00
695.10	26.90	27.50	21.90	24.20	0.00
695.20	26.80	27.40	21.90	24.20	0.00
695.30	26.90	27.50	24.10	24.80	0.00
695.40	26.90	27.50	23.40	24.10	0.00
695.50	26.70	27.40	21.90	24.40	0.00
695.60	26.90	27.50	23.80	24.20	0.00
695.70	26.90	27.50	23.60	24.20	0.00
695.80	26.90	27.50	23.60	24.40	0.00
695.90	26.90	27.50	23.90	24.40	0.00
696.00	26.90	27.60	23.90	24.40	0.00
696.10	26.70	27.50	23.90	24.40	0.00
696.20	26.70	27.50	23.90	24.10	0.00
696.30	26.90	27.50	24.20	24.40	0.00
696.40	26.80	27.40	24.10	24.40	0.00
696.50	26.80	27.40	23.80	24.10	0.00
696.60	26.80	27.50	24.10	24.10	0.00
696.70	26.80	27.50	25.00	24.10	0.00
696.80	27.00	27.60	23.40	24.20	0.00
696.90	26.90	27.50	23.80	24.10	0.00
697.00	26.90	27.50	23.80	24.10	0.00
697.10	27.00	27.50	23.90	24.40	0.00
697.20	26.90	27.50	24.10	24.10	0.00
697.30	26.90	27.50	23.90	24.20	0.00
697.40	26.80	27.50	24.10	24.40	0.00
697.50	26.90	27.40	23.80	24.10	0.00
697.60	26.80	27.40	24.10	24.10	0.00
697.70	26.80	27.40	23.60	24.20	0.00
697.80	26.80	27.50	23.80	24.40	0.00
697.90	26.80	27.50	23.80	24.40	0.00
698.00	26.80	27.40	23.90	25.50	0.00
698.10	26.80	27.50	23.60	24.20	0.00
698.20	26.90	27.30	23.90	24.50	0.00
698.30	26.90	27.30	23.90	24.20	0.00
698.40	26.80	27.40	23.80	24.20	0.00
698.50	26.80	27.40	23.80	24.40	0.00
698.60	26.80	27.40	23.60	24.10	0.00
698.70	26.80	27.40	23.60	24.20	0.00
698.80	26.80	27.50	23.60	24.20	0.00
698.90	26.80	27.50	23.90	24.70	0.00
699.00	26.80	27.30	24.20	24.10	0.00
699.10	27.00	27.50	23.80	24.10	0.00
699.20	27.00	27.50	23.40	24.50	0.00
699.30	26.90	27.40	23.40	24.20	0.00
699.40	26.90	27.50	23.60	24.20	0.00
