Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)

0.00	25.60	24.40	0.50	1.10	0.00
0.10	25.60	24.40	0.50	1.00	0.00
0.20	25.80	24.50	0.70	1.00	0.00
0.30	25.80	24.50	0.70	0.80	0.00
0.40	26.00	24.50	0.70	0.80	0.00
0.50	25.70	24.30	0.20	1.10	0.00
0.60	25.70	24.30	0.70	1.00	0.00
0.70	25.90	24.40	0.70	1.30	0.00
0.80	25.70	24.30	0.70	1.00	0.00
0.90	25.70	24.30	0.00	0.70	0.00
1.00	25.80	24.40	0.00	1.10	0.00
1.10	25.70	24.40	0.50	0.70	0.00
1.20	25.70	24.40	0.20	1.00	0.00
1.30	25.70	24.30	0.20	1.00	0.00
1.40	25.70	24.30	0.50	1.30	0.00
1.50	25.70	24.40	0.70	1.40	0.00
1.60	25.70	24.40	-1.00	1.10	0.00
1.70	25.70	24.30	0.20	1.10	0.00
1.80	25.70	24.30	0.80	0.80	0.00
1.90	25.80	24.30	0.00	1.00	0.00
2.00	25.70	24.30	0.40	1.30	0.00
2.10	25.70	24.30	0.50	0.80	0.00
2.20	25.70	24.40	0.50	0.80	0.00
2.30	25.80	24.30	0.40	1.00	0.00
2.40	25.80	24.30	0.40	1.30	0.00
2.50	25.70	24.20	0.40	1.40	0.00
2.60	25.80	24.40	0.40	1.10	0.00
2.70	25.80	24.40	0.50	0.80	0.00
2.80	25.90	24.40	0.70	1.00	0.00
2.90	25.80	24.50	0.50	1.00	0.00
3.00	25.80	24.50	0.50	1.00	0.00
3.10	25.90	24.30	0.50	1.00	0.00
3.20	25.90	24.40	0.70	1.10	0.00
3.30	25.90	24.40	0.40	1.00	0.00
3.40	25.80	24.30	0.50	1.30	0.00
3.50	25.80	24.50	0.80	1.40	0.00
3.60	25.80	24.50	0.50	1.00	0.00
3.70	25.80	24.40	0.00	1.10	0.00
3.80	25.70	24.40	-0.10	1.10	0.00
3.90	25.70	24.40	0.00	1.10	0.00
4.00	25.80	24.30	0.00	1.10	0.00
4.10	25.90	24.40	0.70	1.40	0.00
4.20	25.90	24.40	0.70	1.10	0.00
4.30	25.90	24.40	0.70	1.10	0.00
4.40	25.70	24.40	0.20	1.10	0.00
4.50	25.70	24.40	0.40	0.80	0.00
4.60	25.90	24.50	0.80	1.00	0.00
4.70	26.10	24.60	0.70	1.10	0.00
4.80	26.10	24.60	0.50	1.10	0.00
4.90	25.80	24.40	0.50	1.10	0.00
5.00	25.80	24.40	0.70	1.00	0.00
5.10	25.80	24.40	0.40	1.00	0.00
5.20	25.80	24.30	0.80	1.00	0.00
5.30	25.90	24.30	0.80	1.00	0.00
5.40	25.90	24.30	0.40	0.80	0.00
5.50	25.90	24.40	0.50	0.80	0.00
5.60	25.70	24.30	0.50	1.10	0.00
5.70	25.80	24.40	0.50	1.10	0.00
5.80	25.80	24.40	0.80	1.30	0.00
5.90	26.00	24.50	0.70	1.00	0.00
6.00	25.80	24.50	-0.30	0.80	0.00
6.10	25.80	24.50	0.40	1.00	0.00
6.20	25.80	24.40	-0.10	1.30	0.00
6.30	25.80	24.40	0.20	1.40	0.00
6.40	25.80	24.40	0.40	1.40	0.00
6.50	25.80	24.50	0.00	1.10	0.00
6.60	25.80	24.50	0.00	1.10	0.00
6.70	25.80	24.40	0.00	1.30	0.00
6.80	25.90	24.50	0.20	1.40	0.00
6.90	25.80	24.40	0.50	0.80	0.00
7.00	25.80	24.40	0.20	0.80	0.00
7.10	25.80	24.50	0.40	1.00	0.00
7.20	25.90	24.40	0.50	1.30	0.00
7.30	25.90	24.40	0.70	1.40	0.00
7.40	25.90	24.40	0.80	1.10	0.00
7.50	25.90	24.40	0.80	1.10	0.00
7.60	25.90	24.40	0.20	1.40	0.00
7.70	26.00	24.50	0.20	0.80	0.00
7.80	25.90	24.50	0.40	1.30	0.00
7.90	25.90	24.50	0.20	1.10	0.00
8.00	25.80	24.40	0.20	0.80	0.00
8.10	25.80	24.40	0.50	0.70	0.00
8.20	25.80	24.40	0.50	0.80	0.00
8.30	25.80	24.40	0.70	1.00	0.00
8.40	26.00	24.50	0.70	1.00	0.00
8.50	25.90	24.40	0.50	1.40	0.00
8.60	25.90	24.40	0.50	0.80	0.00
8.70	25.80	24.50	0.80	0.70	0.00
8.80	25.90	24.50	0.40	1.30	0.00
8.90	25.90	24.50	0.40	0.50	0.00
9.00	25.90	24.50	0.50	2.40	0.00
9.10	25.90	24.50	0.50	0.80	0.00
9.20	25.90	24.50	0.80	1.10	0.00
9.30	25.90	24.50	0.80	1.10	0.00
9.40	25.90	24.50	0.00	1.10	0.00
9.50	25.90	24.50	-0.40	1.30	0.00
9.60	25.90	24.50	0.20	1.00	0.00
9.70	25.90	24.50	0.50	1.40	0.00
9.80	25.90	24.50	-0.10	1.10	0.00
9.90	25.90	24.50	0.40	1.00	0.00
10.00	25.90	24.40	0.20	0.80	0.00
10.10	25.90	24.40	0.50	1.40	0.00
10.20	26.00	24.60	0.50	1.40	0.00
10.30	26.00	24.60	0.70	1.00	0.00
10.40	25.90	24.50	0.50	1.40	0.00
10.50	25.90	24.50	0.50	1.00	0.00
10.60	25.90	24.50	0.20	1.10	0.00
10.70	25.90	24.50	0.50	1.00	0.00
10.80	25.90	24.50	0.00	1.00	0.00
10.90	25.90	24.40	0.00	0.80	0.00
11.00	25.90	24.40	0.00	1.30	0.00
11.10	25.90	24.50	0.00	1.30	0.00
11.20	25.90	24.50	0.20	1.00	0.00
11.30	25.90	24.50	0.40	1.30	0.00
11.40	26.00	24.60	0.70	1.30	0.00
11.50	26.00	24.60	0.70	0.80	0.00
11.60	26.00	24.60	0.20	1.40	0.00
11.70	25.90	24.40	0.50	1.30	0.00
11.80	25.90	24.40	0.20	1.40	0.00
11.90	26.00	24.60	0.50	1.30	0.00
12.00	26.00	24.60	0.50	1.30	0.00
12.10	25.90	24.50	0.00	1.10	0.00
12.20	25.90	24.50	0.40	1.00	0.00
12.30	26.00	24.50	0.80	0.80	0.00
12.40	26.00	24.30	0.80	1.10	0.00
12.50	26.00	24.30	0.40	1.40	0.00
12.60	26.00	24.70	0.80	1.40	0.00
12.70	26.00	24.40	0.40	1.30	0.00
12.80	26.00	24.40	0.50	0.50	0.00
12.90	26.00	24.50	0.50	0.50	0.00
13.00	26.00	24.50	0.40	1.30	0.00
13.10	25.90	24.50	0.50	0.80	0.00
13.20	25.90	24.50	0.80	1.00	0.00
13.30	25.90	24.40	0.70	1.40	0.00
13.40	25.90	24.40	0.70	1.70	0.00
13.50	25.90	24.60	0.50	1.10	0.00
13.60	26.10	24.60	1.00	1.10	0.00
13.70	26.10	24.60	0.50	0.80	0.00
13.80	25.90	24.50	0.50	0.80	0.00
13.90	25.90	24.50	0.70	1.10	0.00
14.00	26.00	24.60	0.20	0.80	0.00
14.10	25.90	24.50	0.20	1.10	0.00
14.20	25.90	24.50	1.60	1.10	0.00
14.30	25.90	24.40	0.70	1.00	0.00
14.40	25.40	24.70	2.80	1.70	0.00
14.50	25.40	24.70	2.70	2.00	0.00
14.60	26.60	24.80	3.30	1.70	0.00
14.70	27.10	24.80	3.30	1.70	0.00
14.80	27.10	24.80	3.30	1.70	0.00
14.90	27.20	24.80	2.50	2.40	0.00
15.00	27.30	24.80	2.50	2.00	0.00
15.10	27.30	24.80	2.70	1.90	0.00
15.20	27.20	24.60	2.50	1.70	0.00
15.30	27.20	24.60	2.50	1.60	0.00
15.40	27.20	24.80	2.70	1.70	0.00
15.50	27.10	24.70	2.80	1.60	0.00
15.60	27.10	24.70	2.80	1.60	0.00
15.70	27.00	24.70	2.70	2.00	0.00
15.80	27.00	24.70	3.10	1.70	0.00
15.90	27.00	24.70	2.80	1.60	0.00
16.00	27.00	24.70	2.50	1.60	0.00
16.10	26.80	24.80	2.80	1.90	0.00
16.20	26.80	24.80	2.40	2.00	0.00
16.30	26.70	24.80	2.50	1.70	0.00
16.40	26.60	24.70	2.80	1.60	0.00
16.50	26.60	24.70	2.80	1.60	0.00
16.60	26.70	24.80	2.80	1.40	0.00
16.70	26.50	24.60	2.20	1.60	0.00
16.80	26.50	24.60	2.50	1.70	0.00
16.90	26.50	24.80	3.00	1.70	0.00
17.00	26.50	24.80	2.80	1.90	0.00
17.10	26.50	24.90	2.50	1.90	0.00
17.20	26.50	24.90	3.00	1.60	0.00
17.30	26.50	24.80	2.80	1.70	0.00
17.40	26.50	24.90	2.80	1.70	0.00
17.50	26.50	24.90	2.50	1.60	0.00
17.60	26.40	24.80	2.20	2.20	0.00
17.70	26.20	24.80	2.70	2.00	0.00
17.80	26.20	24.80	2.80	1.70	0.00
17.90	26.30	24.70	2.80	1.90	0.00
18.00	26.30	24.80	3.10	1.90	0.00
18.10	26.30	24.80	2.70	1.90	0.00
18.20	26.20	24.80	2.80	2.00	0.00
18.30	26.20	24.70	2.80	1.40	0.00
18.40	26.20	24.70	2.40	2.00	0.00
18.50	26.30	24.80	2.50	2.00	0.00
18.60	26.20	24.70	2.20	1.70	0.00
18.70	26.20	24.70	2.70	1.60	0.00
18.80	26.20	24.80	2.70	1.70	0.00
18.90	26.10	24.80	2.40	2.00	0.00
19.00	26.10	24.80	2.70	1.90	0.00
19.10	26.30	24.80	2.20	1.70	0.00
19.20	26.20	24.90	2.20	1.70	0.00
19.30	26.20	24.90	3.10	1.70	0.00
19.40	26.20	24.80	2.50	2.00	0.00
19.50	26.20	24.80	2.50	1.70	0.00
19.60	26.20	24.80	2.70	1.60	0.00
19.70	26.40	24.80	2.70	2.00	0.00
19.80	26.30	24.80	2.20	1.40	0.00
19.90	26.30	24.80	2.70	2.00	0.00
20.00	26.20	24.70	2.70	2.00	0.00
20.10	26.20	24.90	2.70	1.40	0.00
20.20	26.20	24.90	3.00	1.60	0.00
20.30	26.30	24.80	2.20	1.30	0.00
20.40	26.30	24.90	2.80	1.60	0.00
20.50	26.30	24.90	2.50	1.10	0.00
20.60	26.30	25.00	2.80	1.60	0.00
20.70	26.30	24.90	3.00	2.00	0.00
20.80	26.30	24.90	2.70	2.20	0.00
20.90	26.30	24.80	2.70	2.20	0.00
21.00	26.20	24.80	2.70	2.00	0.00
21.10	26.20	24.80	3.00	3.00	0.00
21.20	26.20	24.80	2.50	1.70	0.00
21.30	26.10	24.80	2.50	1.60	0.00
21.40	26.30	24.90	2.40	1.60	0.00
21.50	26.30	24.90	2.50	1.90	0.00
21.60	26.20	24.80	2.70	1.70	0.00
21.70	26.20	24.80	2.50	0.40	0.00
21.80	26.20	24.90	2.50	0.40	0.00
21.90	26.20	24.80	2.80	2.00	0.01
22.00	26.20	24.80	3.00	1.60	0.01
22.10	26.10	24.90	2.70	1.70	0.36
22.20	26.20	24.90	2.80	1.30	2.51
22.30	26.30	24.80	2.50	2.00	5.87
22.40	26.30	24.80	2.50	1.90	10.02
22.50	26.20	24.80	2.80	1.40	13.62
22.60	26.20	24.80	2.80	1.60	16.41
22.70	26.40	24.80	2.80	1.60	18.48
22.80	26.50	24.90	2.50	1.70	19.69
22.90	26.50	24.90	2.50	1.90	20.87
23.00	26.30	24.70	2.80	1.70	22.32
23.10	26.70	24.90	3.40	1.60	24.13
23.20	26.50	24.80	3.40	1.30	26.17
23.30	26.50	24.80	3.30	1.90	28.27
23.40	26.80	24.90	2.80	1.60	30.07
23.50	26.80	24.80	3.10	1.70	31.49
23.60	26.80	24.80	3.10	1.70	33.01
23.70	26.90	24.80	3.90	1.90	34.45
23.80	26.90	24.70	3.30	1.40	36.17
23.90	26.90	24.70	3.70	1.70	38.80
24.00	27.20	24.80	3.70	1.90	40.94
24.10	27.20	24.80	3.70	2.00	42.41
24.20	27.20	24.80	5.10	1.70	43.83
24.30	27.40	24.90	4.40	1.70	46.50
24.40	27.50	24.80	3.90	1.90	48.65
24.50	27.50	24.80	3.90	1.90	49.79
24.60	27.50	24.80	4.50	2.00	50.34
24.70	27.70	24.80	4.50	1.90	50.56
24.80	27.60	24.80	4.80	1.60	50.66
24.90	27.60	24.80	4.20	1.70	50.57
25.00	27.80	24.90	4.80	1.60	50.43
25.10	27.90	24.90	5.00	1.90	50.36
25.20	27.90	24.90	5.10	1.60	50.24
25.30	28.00	24.80	5.00	1.40	50.15
25.40	28.20	24.90	5.00	1.40	50.10
25.50	28.20	24.90	5.90	0.70	49.99
25.60	28.10	24.90	5.40	1.70	49.89
25.70	28.20	24.90	5.30	1.70	49.82
25.80	28.20	24.90	5.70	1.90	49.80
25.90	28.10	24.70	6.40	1.60	49.68
26.00	28.50	25.00	4.50	1.90	49.69
26.10	28.50	25.00	5.60	1.70	49.61
26.20	28.40	24.90	6.20	1.60	49.53
26.30	28.40	24.80	6.20	1.60	49.49
26.40	28.40	24.80	6.00	1.40	49.46
26.50	28.40	25.00	6.50	1.60	49.50
26.60	28.60	24.80	6.40	1.90	50.18
26.70	28.60	24.80	7.10	0.40	50.62
26.80	28.50	24.80	7.40	1.60	50.79
26.90	28.60	24.80	6.80	1.60	50.73
27.00	28.60	24.80	7.30	1.90	50.72
27.10	28.60	24.80	7.30	1.90	50.62
27.20	28.60	24.90	7.90	0.20	50.59
27.30	28.60	24.90	7.30	2.00	50.54
27.40	28.60	25.00	8.40	1.60	50.45
27.50	28.70	24.80	7.90	1.90	50.32
27.60	28.80	24.90	7.90	1.90	50.36
27.70	28.80	24.90	7.70	1.90	50.23
27.80	28.80	24.90	7.40	1.90	50.15
27.90	28.80	24.90	7.60	1.70	50.10
28.00	29.00	24.90	7.60	1.70	50.07
28.10	28.90	24.70	8.80	1.10	50.02
28.20	28.90	24.70	8.40	1.60	49.93
28.30	28.80	25.00	8.80	1.30	49.92
28.40	29.10	25.10	8.80	2.00	49.86
28.50	29.10	25.10	8.40	1.40	49.76
28.60	28.90	24.90	8.80	1.70	49.79
28.70	28.90	24.90	9.40	1.40	49.69
28.80	28.90	24.90	10.40	1.60	49.62
28.90	29.10	24.90	10.40	1.60	49.62
29.00	29.10	24.90	9.00	1.60	49.61
29.10	29.10	24.90	9.90	1.60	49.55
29.20	28.90	24.90	10.10	1.70	49.47
29.30	28.90	24.90	10.10	1.70	49.53
29.40	29.10	24.90	9.70	1.90	49.44
29.50	29.10	24.80	10.10	1.40	49.43
29.60	29.10	24.80	10.40	2.00	49.46
29.70	28.90	24.80	9.90	1.90	49.47
29.80	29.20	24.80	9.90	1.90	49.60
29.90	29.20	24.80	10.50	1.60	50.12
30.00	29.20	24.90	10.40	1.60	50.37
30.10	29.20	24.90	10.20	1.70	50.37
30.20	29.20	24.90	10.40	1.90	50.39
30.30	29.10	24.80	10.70	1.70	50.37
30.40	29.40	24.80	10.70	1.40	50.30
30.50	29.40	24.80	10.70	1.60	50.30
30.60	29.20	25.00	11.10	1.70	50.31
30.70	29.30	24.90	10.70	2.20	50.20
30.80	29.30	24.90	11.30	1.60	50.20
30.90	29.30	24.80	11.30	1.30	50.10
31.00	29.30	25.00	11.10	1.60	50.05
31.10	29.30	25.00	11.00	1.90	50.06
31.20	29.30	24.80	12.10	2.70	50.06
31.30	29.40	24.80	12.10	2.50	49.95
31.40	29.30	24.90	12.20	1.30	49.96
31.50	29.30	24.90	12.20	1.30	49.93
31.60	29.40	24.70	12.70	2.00	49.92
31.70	29.40	24.70	12.80	1.60	49.87
31.80	29.40	24.80	13.30	1.40	49.85
31.90	29.30	24.80	12.10	1.90	49.76
32.00	29.30	24.80	12.50	1.70	49.75
32.10	29.30	24.80	12.40	1.90	49.76
32.20	29.50	24.80	12.50	1.40	49.70
32.30	29.40	24.80	12.70	1.60	49.70
32.40	29.40	24.80	12.70	1.60	49.66
32.50	29.40	24.90	13.10	1.60	49.69
32.60	29.40	24.90	13.60	1.40	49.60
32.70	29.40	24.90	13.10	1.60	49.60
32.80	29.40	24.90	13.10	1.70	49.60
32.90	29.40	24.80	14.40	1.40	49.60
33.00	29.40	24.80	13.90	1.90	49.59
33.10	29.50	24.90	13.70	1.70	49.82
33.20	29.50	24.80	13.70	1.90	50.07
33.30	29.50	24.80	13.70	1.90	50.18
33.40	29.50	24.90	14.50	1.60	50.27
33.50	29.50	24.90	14.70	1.30	50.25
33.60	29.50	24.90	14.70	1.90	50.21
33.70	29.60	24.90	14.40	1.90	50.24
33.80	29.60	24.90	14.20	1.60	50.23
33.90	29.60	25.10	14.40	1.40	50.13
34.00	29.70	24.90	15.00	1.40	50.17
34.10	29.70	24.90	15.00	1.70	50.13
34.20	29.50	24.80	15.00	1.70	50.11
34.30	29.60	24.90	13.30	1.90	50.10
34.40	29.60	24.90	15.40	1.90	50.08
34.50	29.70	24.60	15.10	2.00	50.01
34.60	29.60	24.90	15.60	1.60	50.01
34.70	29.60	24.90	15.40	2.00	49.95
34.80	29.70	25.00	15.90	1.90	49.96
34.90	29.70	24.80	16.10	1.60	49.91
35.00	29.70	24.80	15.90	1.70	49.87
35.10	29.60	24.90	15.90	1.70	49.89
35.20	29.70	24.80	17.00	1.40	49.81
35.30	29.70	24.80	15.90	1.90	49.79
35.40	29.90	24.90	16.10	1.90	49.78
35.50	29.80	24.90	16.10	1.10	49.70
35.60	29.80	24.90	16.20	1.70	49.75
35.70	29.80	24.90	16.40	1.60	49.74
35.80	29.70	24.80	16.70	1.60	49.74
35.90	29.70	24.80	16.70	1.70	49.73
36.00	29.70	24.90	16.70	1.70	49.78
36.10	29.80	24.90	17.10	1.90	49.73
36.20	29.80	24.90	17.00	1.60	49.85
36.30	29.80	24.90	17.10	1.60	49.82
36.40	29.70	24.80	17.00	1.60	49.89
36.50	29.70	24.80	17.00	1.60	49.91
36.60	29.70	24.90	17.30	1.70	49.96
36.70	29.80	24.90	17.80	1.90	49.96
36.80	29.80	24.90	17.90	1.90	50.00
36.90	29.70	24.90	17.90	1.90	50.04
37.00	29.80	24.90	17.80	1.40	50.07
37.10	29.80	24.90	18.10	1.60	50.06
37.20	29.90	24.90	18.40	1.40	50.10
37.30	29.80	24.90	18.20	1.30	50.07
37.40	30.00	25.00	18.40	1.90	50.01
37.50	30.00	25.00	18.70	1.60	50.01
37.60	29.90	24.90	18.50	1.40	49.98
37.70	29.80	24.90	18.50	1.60	49.94
37.80	29.80	24.90	18.50	1.60	49.92
37.90	29.90	24.80	18.70	1.30	49.99
38.00	29.90	25.00	18.80	1.60	49.96
38.10	29.90	25.00	19.10	1.70	49.95
38.20	29.90	24.90	19.30	1.70	49.96
38.30	29.90	24.90	19.40	2.70	49.98
38.40	29.80	24.90	19.30	1.70	50.05
38.50	29.80	24.80	20.10	1.40	50.01
38.60	29.80	24.80	19.30	1.60	50.06
38.70	30.00	25.00	19.30	1.60	50.02
38.80	29.90	24.80	19.90	2.00	50.02
38.90	29.90	24.80	19.60	1.60	50.04
39.00	30.00	25.00	19.90	1.70	49.96
39.10	29.90	24.90	20.10	1.70	49.89
39.20	29.90	24.90	20.20	1.40	49.92
39.30	29.90	25.00	20.10	1.40	49.87
39.40	30.00	24.90	20.80	1.70	49.86
39.50	30.00	24.90	20.80	1.70	49.93
39.60	29.90	24.70	20.50	1.70	49.92
39.70	29.90	24.90	20.70	1.30	49.87
39.80	29.90	24.90	20.70	1.70	49.92
39.90	30.00	24.90	21.30	1.40	49.86
40.00	30.00	24.90	21.40	2.00	49.89
40.10	30.00	24.90	21.60	1.60	49.91
40.20	30.00	24.80	21.60	1.90	49.95
40.30	30.00	24.90	21.80	1.70	49.87
40.40	30.00	24.90	21.80	1.70	49.88
40.50	30.00	24.90	21.80	1.40	49.89
40.60	30.10	24.80	21.80	1.70	49.81
40.70	29.90	24.90	22.10	1.60	49.83
40.80	29.90	24.90	21.90	1.60	49.80
40.90	30.10	25.00	22.20	1.60	49.98
41.00	30.10	25.00	21.90	1.60	50.00
41.10	30.00	24.80	21.90	1.60	50.01
41.20	30.10	24.90	22.40	1.40	50.00
41.30	30.10	24.90	22.40	1.40	49.96
41.40	30.00	24.90	22.20	1.90	50.00
41.50	30.20	25.00	22.50	1.60	49.99
41.60	30.20	25.00	23.10	1.90	50.02
41.70	30.10	24.90	23.30	1.70	49.96
41.80	30.10	24.90	22.80	1.60	49.95
41.90	30.10	24.90	23.60	1.40	49.89
42.00	30.10	24.90	23.10	1.40	49.82
42.10	29.90	24.80	23.60	1.70	49.87
42.20	30.20	25.00	23.60	2.00	49.91
42.30	30.20	25.00	23.60	1.40	49.95
42.40	30.20	24.90	23.90	1.40	49.93
42.50	30.20	25.00	24.20	2.00	49.92
42.60	30.20	25.00	24.20	2.00	49.94
42.70	30.10	24.90	24.10	1.40	49.92
42.80	30.30	25.00	24.20	1.90	49.87
42.90	30.30	25.00	24.20	1.70	49.92
43.00	30.30	25.00	24.10	1.40	49.91
43.10	30.20	25.00	24.10	1.40	49.88
43.20	30.20	25.00	24.70	1.90	49.91
43.30	30.20	24.90	24.80	1.30	49.88
43.40	30.20	24.80	24.70	1.40	49.85
43.50	30.20	24.80	24.70	1.30	49.93
43.60	30.10	24.80	24.80	1.90	49.88
43.70	30.20	24.90	25.10	1.70	49.96
43.80	30.20	24.90	25.40	1.10	49.92
43.90	30.20	24.80	25.60	1.60	49.95
44.00	30.20	25.00	25.60	1.60	49.93
44.10	30.20	25.00	26.10	1.70	50.01
44.20	30.30	24.90	26.10	1.90	50.00
44.30	30.20	24.90	26.20	1.70	49.98
44.40	30.20	24.90	26.20	1.90	50.04
44.50	30.20	25.00	25.90	1.70	50.00
44.60	30.30	25.00	26.50	1.70	49.99
44.70	30.30	25.00	25.90	1.70	49.99
44.80	30.20	24.90	26.40	1.70	49.94
44.90	30.30	24.90	27.00	1.70	50.00
45.00	30.30	24.90	26.70	1.30	49.95
45.10	30.20	24.90	26.50	1.90	49.91
45.20	30.20	24.90	26.50	1.60	49.92
45.30	30.40	24.90	27.00	1.70	49.94
45.40	30.30	25.00	27.00	1.60	49.86
45.50	30.30	25.00	27.30	1.30	49.95
45.60	30.30	25.00	27.50	1.30	49.96
45.70	30.40	25.00	27.50	1.30	49.95
45.80	30.40	25.00	27.30	2.00	49.94
45.90	30.40	25.00	27.90	1.60	49.93
46.00	30.30	24.90	27.80	1.60	49.94
46.10	30.30	24.90	27.30	1.40	49.95
46.20	30.20	24.80	27.80	1.70	49.93
46.30	30.30	25.00	27.60	1.90	49.93
46.40	30.30	25.00	27.90	1.90	49.93
46.50	30.30	24.90	28.40	1.90	49.95
46.60	30.30	25.00	28.40	1.90	49.92
46.70	30.30	24.80	28.40	1.40	49.94
46.80	30.30	24.80	28.50	1.70	49.88
46.90	30.40	25.00	28.80	1.90	49.91
47.00	30.30	25.00	28.70	1.40	50.00
47.10	30.30	25.00	29.10	1.70	50.02
47.20	30.30	25.00	29.10	1.40	50.04
47.30	30.30	25.00	29.10	1.70	49.99
47.40	30.50	25.00	29.00	1.40	49.98
47.50	30.20	24.90	29.00	1.40	50.02
47.60	30.20	24.90	29.60	1.60	49.99
47.70	30.30	24.90	29.30	1.70	50.06
47.80	30.30	24.90	29.30	1.90	49.95
47.90	30.30	24.90	29.80	1.70	49.96
48.00	30.40	25.00	29.60	1.70	49.99
48.10	30.40	25.00	30.10	1.70	49.95
48.20	30.40	25.10	30.10	1.40	49.94
48.30	30.40	25.00	30.10	1.90	49.92
48.40	30.40	25.00	30.10	1.90	49.94
48.50	30.30	24.90	30.50	1.40	49.88
48.60	30.40	25.00	30.50	1.70	49.85
48.70	30.40	25.00	31.00	1.70	49.92
48.80	30.50	25.00	30.70	1.40	49.95
48.90	30.50	25.00	30.50	1.60	49.98
49.00	30.60	25.10	31.50	1.40	50.08
49.10	30.40	25.00	31.10	-0.40	50.05
49.20	30.40	25.00	31.00	2.80	50.07
49.30	30.30	24.90	30.80	2.00	49.99
49.40	30.40	25.00	31.80	1.30	50.06
49.50	30.40	25.00	31.50	1.90	49.93
49.60	30.40	25.10	31.60	1.70	49.99
49.70	30.40	25.00	31.50	1.70	49.98
49.80	30.40	25.00	31.90	1.00	49.94
49.90	30.40	24.90	31.80	1.70	49.89
50.00	30.50	24.90	31.90	1.30	49.96
50.10	30.60	25.00	31.90	1.90	49.92
50.20	30.60	25.00	31.90	1.90	49.89
50.30	30.40	24.90	32.50	1.40	49.94
50.40	30.60	25.10	32.70	1.60	49.98
50.50	30.60	25.10	32.70	1.30	49.88
50.60	30.40	25.00	33.00	1.70	49.93
50.70	30.60	25.10	32.50	1.90	49.88
50.80	30.60	25.10	33.00	1.40	49.87
50.90	30.40	25.10	33.10	1.60	49.94
51.00	30.50	25.00	32.80	1.40	49.91
51.10	30.50	25.00	33.00	1.70	49.95
51.20	30.40	24.90	33.60	0.80	49.94
51.30	30.40	24.90	33.00	1.90	49.93
51.40	30.60	25.00	33.30	1.10	49.98
51.50	30.50	24.80	33.50	1.40	49.95
51.60	30.50	24.80	33.10	1.60	49.95
51.70	30.50	25.00	33.60	1.70	49.94
51.80	30.50	25.00	33.90	2.00	49.95
51.90	30.50	25.10	33.90	2.00	50.00
52.00	30.50	25.10	34.50	2.70	49.96
52.10	30.50	25.00	34.10	1.60	49.98
52.20	30.50	25.00	34.10	1.90	49.91
52.30	30.50	25.00	34.40	1.30	49.92
52.40	30.50	25.00	35.30	1.30	49.89
52.50	30.60	25.00	34.50	1.60	49.82
52.60	30.60	25.00	34.70	1.70	49.78
52.70	30.40	25.00	34.50	1.90	49.79
52.80	30.60	25.00	34.50	1.90	49.85
52.90	30.60	25.00	35.20	1.60	49.70
53.00	30.50	25.00	35.30	1.40	49.80
53.10	30.50	25.00	34.40	1.60	49.83
53.20	30.50	25.00	35.90	1.40	49.87
53.30	30.50	25.00	35.60	1.60	50.05
53.40	30.50	24.90	35.50	1.70	50.20
53.50	30.50	24.90	35.50	1.60	50.17
53.60	30.50	24.90	35.90	1.30	50.14
53.70	30.50	25.10	35.90	1.30	50.10
53.80	30.50	25.10	35.60	1.70	50.10
53.90	30.50	25.00	36.20	1.90	50.06
54.00	30.50	25.00	35.90	2.00	49.94
54.10	30.50	25.00	36.40	1.70	49.94
54.20	30.40	25.00	37.00	1.40	49.94
54.30	30.60	24.90	36.50	1.60	49.94
54.40	30.60	24.90	37.30	1.70	49.88
54.50	30.40	25.00	36.70	1.70	49.86
54.60	30.50	25.00	36.70	1.70	49.79
54.70	30.60	25.10	37.30	1.60	49.70
54.80	30.60	25.10	37.30	1.40	49.75
54.90	30.30	24.90	36.80	1.30	49.73
55.00	30.50	24.90	37.30	1.70	49.79
55.10	30.50	24.90	37.30	1.90	49.98
55.20	30.60	25.10	37.20	2.00	50.07
55.30	30.70	25.10	37.60	1.70	50.23
55.40	30.70	25.10	38.20	1.60	50.13
55.50	30.50	25.00	38.20	1.60	50.15
55.60	30.50	25.00	38.10	0.80	50.10
55.70	30.60	25.10	37.90	2.00	50.07
55.80	30.60	25.00	38.20	1.70	50.05
55.90	30.60	25.00	38.20	1.60	50.01
56.00	30.50	24.80	38.80	1.60	49.89
56.10	30.50	24.80	39.20	1.40	49.93
56.20	30.50	25.00	38.50	1.60	49.86
56.30	30.60	25.00	38.80	2.00	49.82
56.40	30.60	25.00	38.80	2.00	49.78
56.50	30.50	24.90	38.80	1.60	49.80
56.60	30.50	25.00	38.80	1.70	49.72
56.70	30.60	25.10	39.30	1.60	49.63
56.80	30.60	25.10	39.20	1.90	49.68
56.90	30.60	25.00	39.60	3.00	49.78
57.00	30.60	25.00	39.30	1.60	50.08
57.10	30.60	25.00	39.30	1.30	50.18
57.20	30.60	25.20	39.60	1.70	50.23
57.30	30.50	25.10	39.60	1.70	50.12
57.40	30.50	25.10	39.50	1.30	50.13
57.50	30.50	25.00	40.20	2.00	50.06
57.60	30.50	24.90	39.90	1.90	50.06
57.70	30.50	24.90	40.40	1.40	50.04
57.80	30.70	25.00	40.40	1.60	50.01
