120.00	29.70	28.20	28.20	26.60	79.80	2.80	0.00	0.00
120.10	29.70	28.20	28.20	26.60	80.00	2.70	0.00	0.00
120.20	29.70	28.10	28.20	26.60	79.60	3.10	0.00	0.00
120.30	29.70	28.10	28.20	26.60	79.80	3.10	0.00	0.00
120.40	29.80	28.10	28.20	26.60	79.80	3.10	0.00	0.00
120.50	29.70	28.20	28.20	26.80	79.60	2.50	0.00	0.00
120.60	29.70	28.20	28.20	26.80	79.80	3.30	0.00	0.00
120.70	29.80	28.20	28.30	26.70	79.60	3.00	0.00	0.00
120.80	29.70	28.20	28.20	26.70	79.60	2.50	0.00	0.00
120.90	29.70	28.20	28.20	26.70	79.50	3.00	0.00	0.00
121.00	29.80	28.20	28.30	26.70	80.70	2.70	0.00	0.00
121.10	29.60	28.10	28.20	26.50	79.60	3.10	0.00	0.00
121.20	29.60	28.10	28.20	26.50	79.60	3.10	0.00	0.00
121.30	29.80	28.10	28.20	26.60	79.60	3.10	0.00	0.00
121.40	29.80	28.20	28.30	26.70	80.00	2.50	0.00	0.00
121.50	29.80	28.20	28.30	26.70	80.10	2.80	0.00	0.00
121.60	29.70	28.00	28.30	26.70	79.80	2.80	0.00	0.00
121.70	29.80	28.10	28.40	26.60	79.60	2.80	0.00	0.00
121.80	29.80	28.10	28.40	26.60	79.50	3.30	0.00	0.00
121.90	29.80	28.20	28.40	26.70	79.80	2.80	0.00	0.00
122.00	29.80	28.20	28.40	26.70	80.00	3.00	0.00	0.00
122.10	29.70	28.20	28.20	26.60	79.60	2.50	0.00	0.00
122.20	29.70	28.20	28.30	26.70	79.60	2.50	0.00	0.00
122.30	29.70	28.20	28.30	26.70	79.60	2.50	0.00	0.00
122.40	29.60	28.10	28.30	26.50	79.50	2.50	0.00	0.00
122.50	29.70	28.10	28.30	26.60	79.80	2.70	0.00	0.00
122.60	29.70	28.10	28.30	26.60	79.80	2.70	0.00	0.00
122.70	29.80	28.10	28.30	26.80	79.80	2.40	0.00	0.00
122.80	29.50	28.10	28.20	26.60	79.50	3.00	0.00	0.00
122.90	29.50	28.10	28.20	26.60	79.80	2.50	0.00	0.00
123.00	29.70	28.20	28.40	26.80	79.80	2.50	0.00	0.00
123.10	29.60	28.20	28.20	26.60	79.60	2.70	0.00	0.00
123.20	29.60	28.20	28.20	26.60	79.60	2.70	0.00	0.00
123.30	29.70	28.20	28.30	26.70	80.00	3.10	0.00	0.00
123.40	29.70	28.20	28.20	26.60	79.80	2.80	0.00	0.00
123.50	29.70	28.20	28.20	26.60	79.60	2.80	0.00	0.00
123.60	29.60	28.10	28.30	26.60	79.50	2.70	0.00	0.00
123.70	29.70	28.30	28.40	26.70	79.80	3.30	0.00	0.00
123.80	29.70	28.30	28.40	26.70	79.60	3.00	0.00	0.00
123.90	29.60	28.20	28.30	26.70	80.00	2.80	0.00	0.00
124.00	29.70	28.20	28.30	26.60	80.60	2.70	0.00	0.00
124.10	29.70	28.20	28.30	26.60	79.80	3.00	0.00	0.00
124.20	29.80	28.40	28.30	26.60	79.80	3.00	0.00	0.00
124.30	29.80	28.40	28.30	26.60	79.60	2.50	0.00	0.00
124.40	29.60	28.20	28.30	26.70	79.60	2.80	0.00	0.00
124.50	29.70	28.10	28.20	26.50	79.80	2.50	0.00	0.00
124.60	29.70	28.10	28.20	26.50	79.60	3.00	0.00	0.00
124.70	29.50	28.20	28.20	26.70	80.10	2.50	0.00	0.00
124.80	29.80	28.30	28.40	26.70	79.60	2.50	0.00	0.00
124.90	29.80	28.30	28.40	26.70	80.10	2.80	0.00	0.00
125.00	29.80	28.20	28.30	26.70	80.10	2.70	0.00	0.00
125.10	29.60	28.00	28.20	26.60	80.10	2.70	0.00	0.00
125.20	29.60	28.00	28.20	26.60	79.60	2.80	0.00	0.00
125.30	29.60	28.20	28.30	26.60	80.10	2.80	0.00	0.00
125.40	29.60	28.20	28.20	26.70	79.80	2.80	0.00	0.00
125.50	29.60	28.20	28.20	26.70	79.50	3.00	0.00	0.00
125.60	29.60	28.10	28.30	26.60	80.10	2.80	0.00	0.00
125.70	29.70	28.20	28.40	26.70	79.80	3.10	0.00	0.00
125.80	29.70	28.20	28.40	26.70	80.00	2.70	0.00	0.00
125.90	29.60	28.10	28.20	26.70	79.80	2.70	0.00	0.00
126.00	29.60	28.20	28.30	26.60	79.80	2.80	0.00	0.00
126.10	29.60	28.20	28.30	26.60	79.80	2.80	0.00	0.00
126.20	29.70	28.10	28.30	26.70	80.00	3.40	0.00	0.00
126.30	29.60	28.30	28.30	26.70	78.30	3.00	0.00	0.00
126.40	29.60	28.30	28.30	26.70	79.80	3.30	0.00	0.00
126.50	29.60	28.10	28.30	26.60	80.00	2.50	0.00	0.00
126.60	29.50	28.10	28.30	26.60	79.60	2.80	0.00	0.00
126.70	29.50	28.10	28.30	26.60	79.60	3.00	0.00	0.00
126.80	29.70	28.30	28.40	26.70	79.60	2.80	0.00	0.00
126.90	29.70	28.30	28.40	26.70	80.30	3.00	0.00	0.00
127.00	29.50	28.10	28.20	26.50	79.80	3.00	0.00	0.00
127.10	29.60	28.20	28.40	26.70	79.80	3.30	0.00	0.00
127.20	29.60	28.20	28.40	26.70	79.60	2.70	0.00	0.00
127.30	29.60	28.20	28.30	26.60	79.60	2.80	0.00	0.00
127.40	29.60	28.20	28.30	26.60	80.30	2.80	0.00	0.00
127.50	29.70	28.30	28.30	26.70	79.60	2.50	0.00	0.00
127.60	29.70	28.30	28.30	26.70	78.90	2.70	0.00	0.00
127.70	29.70	28.20	28.30	26.80	79.80	3.10	0.00	0.00
127.80	29.60	28.30	28.30	26.70	79.80	3.00	0.00	0.00
127.90	29.60	28.30	28.30	26.70	79.80	3.00	0.00	0.00
128.00	29.60	28.10	28.20	26.60	80.00	2.50	0.00	0.00
128.10	29.50	28.10	28.10	26.60	79.60	2.50	0.00	0.00
128.20	29.50	28.10	28.10	26.60	79.60	2.70	0.00	0.00
128.30	29.60	28.20	28.30	26.70	80.10	2.80	0.00	0.00
128.40	29.60	28.10	28.30	26.70	80.00	3.00	0.00	0.00
128.50	29.60	28.10	28.30	26.70	79.60	2.80	0.00	0.00
128.60	29.60	28.10	28.20	26.60	80.90	2.70	0.00	0.00
128.70	29.70	28.30	28.30	26.60	79.80	2.70	0.00	0.00
128.80	29.70	28.30	28.30	26.60	79.80	2.80	0.00	0.00
128.90	29.50	28.20	28.10	26.60	79.80	3.00	0.00	0.00
129.00	29.50	28.10	28.20	26.60	79.80	2.80	0.00	0.00
129.10	29.50	28.10	28.20	26.60	79.80	2.70	0.00	0.00
129.20	29.60	28.30	28.40	26.80	79.80	3.00	0.00	0.00
129.30	29.60	28.30	28.40	26.80	79.80	3.00	0.00	0.00
129.40	29.60	28.10	28.10	26.50	80.00	2.80	0.00	0.00
129.50	29.60	28.20	28.20	26.70	79.80	2.70	0.00	0.00
129.60	29.60	28.20	28.20	26.70	80.00	2.50	0.00	0.00
129.70	29.50	28.20	28.30	26.60	80.00	2.50	0.00	0.00
129.80	29.60	28.20	28.30	26.60	79.80	3.10	0.00	0.00
129.90	29.60	28.20	28.30	26.60	79.50	3.00	0.00	0.00
130.00	29.50	28.00	28.20	26.70	79.60	3.00	0.00	0.00
130.10	29.60	28.20	28.30	26.60	80.00	3.00	0.00	0.00
130.20	29.60	28.20	28.30	26.60	79.30	2.70	0.00	0.00
130.30	29.50	28.30	28.30	26.70	80.00	2.50	0.00	0.00
130.40	29.50	28.10	28.20	26.70	79.80	2.80	0.00	0.00
130.50	29.50	28.10	28.20	26.70	80.00	2.80	0.00	0.00
130.60	29.50	28.10	28.20	26.70	80.00	2.70	0.00	0.00
130.70	29.50	28.10	28.20	26.70	80.00	2.70	0.00	0.00
130.80	29.40	28.20	28.20	26.60	80.30	2.70	0.00	0.00
130.90	29.50	28.20	28.30	26.60	80.10	2.40	0.00	0.00
131.00	29.50	28.20	28.30	26.60	79.50	2.70	0.00	0.00
131.10	29.60	28.30	28.20	26.70	80.10	2.80	0.00	0.00
131.20	29.40	28.00	28.20	26.50	79.60	3.10	0.00	0.00
131.30	29.40	28.00	28.20	26.50	79.80	3.10	0.00	0.00
131.40	29.50	28.10	28.20	26.70	80.10	2.70	0.00	0.00
131.50	29.50	28.10	28.20	26.70	79.60	2.50	0.00	0.00
131.60	29.60	28.10	28.30	26.70	79.60	2.50	0.00	0.00
131.70	29.50	28.20	28.40	26.70	80.10	3.00	0.00	0.00
131.80	29.50	28.20	28.40	26.70	79.60	2.40	0.00	0.00
131.90	29.50	28.10	28.30	26.70	80.00	2.80	0.00	0.00
132.00	29.40	28.00	28.20	26.40	80.00	3.00	0.00	0.00
132.10	29.40	28.00	28.20	26.40	79.60	3.00	0.00	0.00
132.20	29.50	28.30	28.30	26.60	79.80	3.00	0.00	0.00
132.30	29.50	28.30	28.30	26.60	80.10	3.10	0.00	0.00
132.40	29.50	28.20	28.30	26.60	79.50	3.30	0.00	0.00
132.50	29.50	28.20	28.30	26.80	79.80	3.10	0.00	0.00
132.60	29.50	28.20	28.30	26.80	79.80	3.10	0.00	0.00
132.70	29.50	28.10	28.40	26.60	80.10	2.80	0.00	0.00
132.80	29.50	28.10	28.20	26.60	79.00	2.80	0.00	0.00
132.90	29.50	28.10	28.20	26.60	79.60	2.70	0.00	0.00
133.00	29.50	28.20	28.30	26.70	79.60	2.80	0.00	0.00
133.10	29.60	28.20	28.30	26.70	79.60	2.80	0.00	0.00
133.20	29.60	28.20	28.30	26.70	80.10	2.70	0.00	0.00
133.30	29.50	28.10	28.30	26.60	79.60	2.70	0.00	0.00
133.40	29.50	28.10	28.30	26.60	79.60	3.10	0.00	0.00
133.50	29.50	28.10	28.30	26.60	79.60	2.80	0.00	0.00
133.60	29.50	28.20	28.30	26.70	79.60	2.80	0.00	0.00
133.70	29.50	28.20	28.30	26.70	80.40	2.50	0.00	0.00
133.80	29.40	28.20	28.30	26.70	79.80	2.80	0.00	0.00
133.90	29.40	28.20	28.30	26.70	79.80	3.10	0.00	0.00
134.00	29.50	28.20	28.30	26.60	79.80	2.80	0.00	0.00
134.10	29.10	28.10	28.10	26.40	80.00	3.10	0.00	0.00
134.20	29.10	28.10	28.10	26.40	79.30	2.80	0.00	0.00
134.30	29.50	28.10	28.30	26.70	79.60	2.80	0.00	0.00
134.40	29.50	28.10	28.40	26.70	79.80	2.20	0.00	0.00
134.50	29.50	28.10	28.40	26.70	79.60	2.80	0.00	0.00
134.60	29.50	28.20	28.30	26.60	79.60	2.80	0.00	0.00
134.70	29.50	28.20	28.30	26.70	79.30	2.70	0.00	1.20
134.80	29.50	28.20	28.30	26.70	79.60	2.70	0.00	1.20
134.90	29.50	28.30	28.30	26.70	80.10	2.80	0.00	1.20
135.00	29.50	28.40	28.30	26.60	79.50	2.80	0.00	1.20
135.10	29.50	28.40	28.30	26.60	79.50	2.40	0.00	1.20
135.20	29.50	28.30	28.30	26.70	79.50	3.10	0.00	1.20
135.30	29.40	28.10	28.20	26.60	79.50	3.00	0.00	1.20
135.40	29.40	28.10	28.20	26.60	80.00	2.80	0.00	1.20
135.50	29.50	28.30	28.30	26.60	79.80	3.10	0.00	1.20
135.60	29.40	28.10	28.30	26.60	79.80	3.10	0.00	1.20
135.70	29.40	28.10	28.30	26.60	80.10	2.50	0.00	2.40
135.80	29.50	28.30	28.40	26.70	79.60	2.80	0.00	2.40
135.90	29.60	28.20	28.30	26.70	79.80	2.70	0.00	2.40
136.00	29.60	28.20	28.30	26.70	79.60	2.70	0.00	2.40
136.10	29.40	28.10	28.20	26.60	80.00	2.80	0.00	2.40
136.20	29.60	28.20	28.30	26.60	80.00	2.70	0.00	2.40
136.30	29.60	28.20	28.30	26.60	80.30	2.70	0.00	2.40
136.40	29.60	28.30	28.40	26.70	80.10	3.30	0.00	2.40
136.50	29.60	28.30	28.40	26.70	80.10	3.30	0.00	2.40
136.60	29.60	28.20	28.30	26.60	80.00	2.80	0.00	2.40
136.70	29.50	28.20	28.30	26.70	80.00	2.70	0.00	3.60
136.80	29.50	28.20	28.30	26.70	79.30	3.00	0.00	3.60
136.90	29.70	28.30	28.40	26.70	80.10	2.40	0.00	3.60
137.00	29.50	28.30	28.30	26.60	80.30	2.80	0.00	3.60
137.10	29.50	28.30	28.30	26.60	79.60	2.80	0.00	3.60
137.20	29.60	28.20	28.20	26.70	79.80	2.80	0.00	3.60
137.30	29.60	28.30	28.40	26.70	79.80	3.00	0.00	3.60
137.40	29.60	28.30	28.40	26.70	80.40	2.70	0.00	3.60
137.50	29.70	28.10	28.30	26.70	80.40	2.70	0.00	3.60
137.60	29.80	28.30	28.30	26.70	80.30	3.00	0.00	3.60
137.70	29.80	28.30	28.30	26.70	80.10	2.80	0.00	4.80
137.80	29.70	28.20	28.40	26.70	79.50	3.00	0.00	4.80
137.90	29.70	28.20	28.20	26.70	80.00	3.30	0.00	4.80
138.00	29.70	28.20	28.20	26.70	80.30	2.50	0.00	4.80
138.10	29.70	28.20	28.20	26.50	79.80	3.00	0.00	4.80
138.20	29.80	28.20	28.30	26.60	80.10	2.80	0.00	4.80
138.30	29.80	28.20	28.30	26.60	80.10	2.50	0.00	4.80
138.40	29.90	28.30	28.30	26.70	80.10	2.50	0.00	4.80
138.50	29.70	28.20	28.20	26.60	80.00	2.50	0.00	4.80
138.60	29.70	28.20	28.20	26.60	79.80	2.80	0.00	4.80
138.70	29.90	28.20	28.20	26.80	80.10	2.80	0.00	6.00
138.80	29.80	28.20	28.20	26.70	79.60	2.70	0.00	6.00
138.90	29.80	28.20	28.20	26.70	79.50	3.00	0.00	6.00
139.00	29.90	28.10	28.20	26.60	79.80	2.80	0.00	6.00
139.10	29.90	28.30	28.30	26.60	80.30	2.80	0.00	6.00
139.20	29.90	28.30	28.30	26.60	80.40	2.80	0.00	6.00
139.30	29.90	28.20	28.20	26.70	80.40	2.80	0.00	6.00
139.40	29.90	28.20	28.20	26.70	79.80	3.00	0.00	6.00
139.50	29.90	28.20	28.30	26.70	80.10	3.10	0.00	6.00
139.60	30.00	28.30	28.30	26.70	80.10	2.80	0.00	6.00
139.70	30.00	28.30	28.30	26.70	79.80	2.70	0.00	7.20
139.80	30.10	28.30	28.20	26.60	80.30	3.70	0.00	7.20
139.90	30.00	28.20	28.30	26.80	80.10	3.10	0.00	7.20
140.00	30.00	28.20	28.30	26.80	79.80	2.80	0.00	7.20
140.10	30.00	28.20	28.30	26.60	79.60	2.80	0.00	7.20
140.20	30.00	28.10	28.30	26.70	79.60	2.80	0.00	7.20
140.30	30.00	28.10	28.30	26.70	80.30	3.00	0.00	7.20
140.40	30.20	28.30	28.30	26.70	80.30	2.80	0.00	7.20
140.50	30.20	28.30	28.30	26.70	80.70	2.70	0.00	7.20
140.60	30.20	28.20	28.30	26.60	80.10	2.50	0.00	7.20
140.70	30.30	28.20	28.20	26.60	80.30	2.50	0.00	8.40
140.80	30.30	28.20	28.20	26.60	79.60	2.70	0.00	8.40
140.90	30.30	28.20	28.20	26.60	80.40	3.00	0.00	8.40
141.00	30.30	28.20	28.20	26.60	80.30	2.70	0.00	8.40
141.10	30.20	28.30	28.30	26.70	79.80	2.80	0.00	8.40
141.20	30.30	28.20	28.40	26.70	79.80	2.80	0.00	8.40
141.30	30.30	28.20	28.40	26.70	80.10	2.40	0.00	8.40
141.40	30.40	28.20	28.20	26.70	80.10	3.10	0.00	8.40
141.50	30.50	28.30	28.20	26.60	80.10	3.10	0.00	8.40
141.60	30.50	28.30	28.20	26.60	80.10	3.00	0.00	8.40
141.70	30.40	28.30	28.30	26.70	80.30	3.00	0.00	9.50
141.80	30.30	28.00	28.10	26.60	80.40	2.50	0.00	9.50
141.90	30.30	28.00	28.10	26.60	80.10	3.30	0.00	9.50
142.00	30.40	28.10	28.20	26.50	80.60	3.10	0.00	9.50
142.10	30.40	28.10	28.20	26.50	80.60	3.10	0.00	9.50
142.20	30.60	28.20	28.30	26.80	79.80	3.00	0.00	9.50
142.30	30.50	28.10	28.30	26.60	80.40	3.00	0.00	9.50
142.40	30.50	28.10	28.30	26.60	80.30	3.10	0.00	9.50
142.50	30.60	28.30	28.30	26.70	80.30	2.80	0.00	9.50
142.60	30.60	28.20	28.20	26.60	80.60	2.80	0.00	9.50
142.70	30.60	28.20	28.20	26.60	80.40	2.80	0.00	9.50
142.80	30.70	28.20	28.30	26.60	80.60	3.00	0.00	10.60
142.90	30.60	28.20	28.30	26.60	80.10	2.80	0.00	10.60
143.00	30.60	28.20	28.30	26.60	80.10	3.10	0.00	10.60
143.10	30.60	28.10	28.30	26.70	80.10	3.10	0.00	10.60
143.20	30.60	28.10	28.20	26.60	80.00	2.80	0.00	10.60
143.30	30.60	28.10	28.20	26.60	80.30	3.10	0.00	10.60
143.40	30.80	28.20	28.30	26.60	80.60	2.70	0.00	10.60
143.50	30.90	28.30	28.40	26.70	80.10	2.70	0.00	10.60
143.60	30.90	28.30	28.40	26.70	80.10	2.80	0.00	10.60
143.70	30.90	28.40	28.40	26.70	80.00	3.00	0.00	10.60
143.80	30.90	28.20	28.30	26.70	80.30	2.70	0.00	11.70
143.90	30.90	28.20	28.30	26.70	80.60	2.80	0.00	11.70
144.00	30.80	28.10	28.10	26.50	80.60	2.80	0.00	11.70
144.10	30.80	28.10	28.10	26.50	80.00	2.50	0.00	11.70
144.20	30.90	28.20	28.20	26.70	80.70	2.80	0.00	11.70
144.30	30.90	28.30	28.30	26.70	80.10	3.00	0.00	11.70
144.40	30.90	28.30	28.30	26.70	80.30	2.50	0.00	11.70
144.50	30.90	28.10	28.20	26.80	80.60	2.50	0.00	11.70
144.60	31.10	28.20	28.30	26.70	80.40	3.00	0.00	11.70
144.70	31.10	28.20	28.30	26.70	80.60	3.00	0.00	11.70
